State Code,Firms,Labeler codecode Product Package Size,Product code,Package size Size,Period Covered,FDA Approved drug name,Generic/Brand,Application #,Comments,Gen availability,Name of Gen,Date of Gen availability,Price issue,ANDA APP#,Units Reimbursed,No. of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-Medicaid Amount Reimbursed
MA,,2,353,2,20061,DARVON-N 1,,,,,,,,60,1,59.85,0,0,
MA,,2,3004,75,20061,PROZAC WEE,,,,,,,,304,44,6225.01,0,0,
MA,,2,3004,75,20062,PROZAC WEE,,,,,,,,208,30,4055.51,0,0,
MA,,2,3004,75,20063,PROZAC WEE,,,,,,,,164,24,3695.61,0,0,
MA,,2,3004,75,20064,PROZAC WEE,,,,,,,,168,27,3700.5,0,0,
MA,,2,3125,42,20061,VANCOCIN H,,,,,,,,120,6,1436.55,0,0,
MA,,2,3125,42,20062,VANCOCIN H,,,,,,,,308,6,4045.49,0,0,
MA,,2,3125,42,20063,VANCOCIN H,,,,,,,,120,1,1628.92,0,0,
MA,,2,3125,42,20064,VANCOCIN H,,,,,,,,52,2,708.86,0,0,
MA,,2,3126,42,20061,VANCOCIN H,,,,,,,,775,14,16214.71,0,0,
MA,,2,3126,42,20062,VANCOCIN H,,,,,,,,256,6,5616.02,0,0,
MA,,2,3126,42,20063,VANCOCIN H,,,,,,,,282,4,7063.09,0,0,
MA,,2,3126,42,20064,VANCOCIN H,,,,,,,,171,2,801.68,0,0,
MA,,2,3227,30,20061,STRATTERA ,,,,,,,,18288,325,52273.31,0,0,
MA,,2,3227,30,20062,STRATTERA ,,,,,,,,17537,320,52782.3,0,0,
MA,,2,3227,30,20063,STRATTERA ,,,,,,,,15639,287,48342.03,0,0,
MA,,2,3227,30,20064,STRATTERA ,,,,,,,,15667,291,45119.69,0,0,
MA,,2,3228,30,20061,STRATTERA ,,,,,,,,39787,875,113064.48,0,0,
MA,,2,3228,30,20062,STRATTERA ,,,,,,,,40925,900,119820.5,0,0,
MA,,2,3228,30,20063,STRATTERA ,,,,,,,,38435,855,114609.47,0,0,
MA,,2,3228,30,20064,STRATTERA ,,,,,,,,39259,900,123115.06,0,0,
MA,,2,3229,30,20061,STRATTERA ,,,,,,,,67403,1524,201299.27,0,0,
MA,,2,3229,30,20062,STRATTERA ,,,,,,,,66445,1541,211526.04,0,0,
MA,,2,3229,30,20063,STRATTERA ,,,,,,,,58024,1378,185309.19,0,0,
MA,,2,3229,30,20064,STRATTERA ,,,,,,,,64828,1566,219328.95,0,0,
MA,,2,3231,30,20061,SYMBYAX 6-,,,,,,,,30,1,16.5,0,0,
MA,,2,3231,30,20063,SYMBYAX 6-,,,,,,,,120,4,46.8,0,0,
MA,,2,3231,30,20064,SYMBYAX 6-,,,,,,,,90,3,68.63,0,0,
MA,,2,3231,33,20064,SYMBYAX 6-,,,,,,,,30,1,23.78,0,0,
MA,,2,3232,30,20061,SYMBYAX 12,,,,,,,,90,3,742.14,0,0,
MA,,2,3232,30,20062,SYMBYAX 12,,,,,,,,90,3,1111.32,0,0,
MA,,2,3232,30,20063,SYMBYAX 12,,,,,,,,60,2,740.88,0,0,
MA,,2,3233,30,20063,SYMBYAX 6-,,,,,,,,120,3,984.05,0,0,
MA,,2,3233,30,20064,SYMBYAX 6-,,,,,,,,180,3,1482.09,0,0,
MA,,2,3233,33,20062,SYMBYAX 6-,,,,,,,,14,1,114.8,0,0,
MA,,2,3233,33,20063,SYMBYAX 6-,,,,,,,,16,1,131.2,0,0,
MA,,2,3234,30,20063,SYMBYAX 12,,,,,,,,30,1,370.44,0,0,
MA,,2,3234,30,20064,SYMBYAX 12,,,,,,,,90,3,1111.32,0,0,
MA,,2,3235,60,20061,CYMBALTA 2,,,,,,,,10984,223,30010.13,0,0,
MA,,2,3235,60,20062,CYMBALTA 2,,,,,,,,13738,274,38593.01,0,0,
MA,,2,3235,60,20063,CYMBALTA 2,,,,,,,,15870,298,44583.89,0,0,
MA,,2,3235,60,20064,CYMBALTA 2,,,,,,,,22244,409,61795.31,0,0,
MA,,2,3237,4,20061,CYMBALTA 6,,,,,,,,90,3,297.39,0,0,
MA,,2,3237,4,20062,CYMBALTA 6,,,,,,,,120,4,266.28,0,0,
MA,,2,3237,4,20064,CYMBALTA 6,,,,,,,,15,1,50.44,0,0,
MA,,2,3237,30,20061,CYMBALTA 6,,,,,,,,29395,886,88041.98,0,0,
MA,,2,3237,30,20062,CYMBALTA 6,,,,,,,,28428,864,87609.08,0,0,
MA,,2,3237,30,20063,CYMBALTA 6,,,,,,,,35293,1080,111333.64,0,0,
MA,,2,3237,30,20064,CYMBALTA 6,,,,,,,,48247,1488,153216.19,0,0,
MA,,2,3237,33,20061,CYMBALTA 6,,,,,,,,309,13,859.67,0,0,
MA,,2,3237,33,20062,CYMBALTA 6,,,,,,,,270,9,870.66,0,0,
MA,,2,3237,33,20063,CYMBALTA 6,,,,,,,,300,9,952.45,0,0,
MA,,2,3237,33,20064,CYMBALTA 6,,,,,,,,120,4,411.63,0,0,
MA,,2,3238,30,20061,STRATTERA ,,,,,,,,14471,323,39918.25,0,0,
MA,,2,3238,30,20062,STRATTERA ,,,,,,,,15426,344,43060.16,0,0,
MA,,2,3238,30,20063,STRATTERA ,,,,,,,,14408,330,42476.77,0,0,
MA,,2,3238,30,20064,STRATTERA ,,,,,,,,16180,385,48019.45,0,0,
MA,,2,3239,30,20061,STRATTERA ,,,,,,,,24489,761,73517.28,0,0,
MA,,2,3239,30,20062,STRATTERA ,,,,,,,,24250,759,75390.91,0,0,
MA,,2,3239,30,20063,STRATTERA ,,,,,,,,22864,711,74607.27,0,0,
MA,,2,3239,30,20064,STRATTERA ,,,,,,,,24489,771,84477.35,0,0,
MA,,2,3240,30,20061,CYMBALTA 3,,,,,,,,26211,501,76841.45,0,0,
MA,,2,3240,30,20062,CYMBALTA 3,,,,,,,,29137,545,89009.52,0,0,
MA,,2,3240,30,20063,CYMBALTA 3,,,,,,,,33767,637,103833.25,0,0,
MA,,2,3240,30,20064,CYMBALTA 3,,,,,,,,51273,978,162109.73,0,0,
MA,,2,3240,33,20061,CYMBALTA 3,,,,,,,,30,1,95.61,0,0,
MA,,2,3240,33,20062,CYMBALTA 3,,,,,,,,60,1,1.08,0,0,
MA,,2,3240,33,20063,CYMBALTA 3,,,,,,,,90,1,302.68,0,0,
MA,,2,3240,33,20064,CYMBALTA 3,,,,,,,,30,1,100.89,0,0,
MA,,2,3250,30,20062,STRATTERA ,,,,,,,,540,16,2234.7,0,0,
MA,,2,3250,30,20063,STRATTERA ,,,,,,,,930,30,3582.45,0,0,
MA,,2,3250,30,20064,STRATTERA ,,,,,,,,2542,86,9742.15,0,0,
MA,,2,3251,30,20062,STRATTERA ,,,,,,,,90,3,169.67,0,0,
MA,,2,3251,30,20063,STRATTERA ,,,,,,,,360,11,1347.02,0,0,
MA,,2,3251,30,20064,STRATTERA ,,,,,,,,630,21,2623.69,0,0,
MA,,2,4112,4,20061,ZYPREXA 2.,,,,,,,,24221.5,779,116217.56,0,0,
MA,,2,4112,4,20062,ZYPREXA 2.,,,,,,,,11387,323,53492.81,0,0,
MA,,2,4112,4,20063,ZYPREXA 2.,,,,,,,,11420.5,291,57608.66,0,0,
MA,,2,4112,4,20064,ZYPREXA 2.,,,,,,,,14315,378,76201.92,0,0,
MA,,2,4112,30,20061,ZYPREXA 2.,,,,,,,,35073,786,180536.9,0,0,
MA,,2,4112,30,20062,ZYPREXA 2.,,,,,,,,44909,1018,232547.99,0,0,
MA,,2,4112,30,20063,ZYPREXA 2.,,,,,,,,46996,1091,248611.54,0,0,
MA,,2,4112,30,20064,ZYPREXA 2.,,,,,,,,53453,1215,290491.86,0,0,
MA,,2,4112,33,20061,ZYPREXA 2.,,,,,,,,210,2,659.5,0,0,
MA,,2,4112,33,20062,ZYPREXA 2.,,,,,,,,45,1,78.59,0,0,
MA,,2,4112,33,20064,ZYPREXA 2.,,,,,,,,30,1,173.62,0,0,
MA,,2,4112,60,20061,ZYPREXA 2.,,,,,,,,36399,844,185841.28,0,0,
MA,,2,4112,60,20062,ZYPREXA 2.,,,,,,,,10431,252,52438.82,0,0,
MA,,2,4112,60,20063,ZYPREXA 2.,,,,,,,,4847,119,25019.29,0,0,
MA,,2,4112,60,20064,ZYPREXA 2.,,,,,,,,3278,78,17255.07,0,0,
MA,,2,4115,4,20061,ZYPREXA 5 ,,,,,,,,18564,489,113262.89,0,0,
MA,,2,4115,4,20062,ZYPREXA 5 ,,,,,,,,12645,289,81592.7,0,0,
MA,,2,4115,4,20063,ZYPREXA 5 ,,,,,,,,12045,285,77941.62,0,0,
MA,,2,4115,4,20064,ZYPREXA 5 ,,,,,,,,12502,311,80257.74,0,0,
MA,,2,4115,30,20061,ZYPREXA 5 ,,,,,,,,64524,1516,399346.95,0,0,
MA,,2,4115,30,20062,ZYPREXA 5 ,,,,,,,,75224,1718,475831.81,0,0,
MA,,2,4115,30,20063,ZYPREXA 5 ,,,,,,,,82081,1870,529828.59,0,0,
MA,,2,4115,30,20064,ZYPREXA 5 ,,,,,,,,91330,2151,595470.12,595470.12,0,
MA,,2,4115,33,20061,ZYPREXA 5 ,,,,,,,,257,5,1729.98,0,0,
MA,,2,4115,33,20062,ZYPREXA 5 ,,,,,,,,60,2,387.92,0,0,
MA,,2,4115,33,20063,ZYPREXA 5 ,,,,,,,,60,2,397.46,0,0,
MA,,2,4115,60,20061,ZYPREXA 5 ,,,,,,,,43016,1001,267858.35,0,0,
MA,,2,4115,60,20062,ZYPREXA 5 ,,,,,,,,14584,338,90356.7,0,0,
MA,,2,4115,60,20063,ZYPREXA 5 ,,,,,,,,8026,195,49911.71,0,0,
MA,,2,4115,60,20064,ZYPREXA 5 ,,,,,,,,6675,160,41280.49,0,0,
MA,,2,4116,4,20061,ZYPREXA 7.,,,,,,,,150,5,999.62,0,0,
MA,,2,4116,4,20062,ZYPREXA 7.,,,,,,,,6,1,52.85,0,0,
MA,,2,4116,4,20063,ZYPREXA 7.,,,,,,,,45,3,382.89,0,0,
MA,,2,4116,4,20064,ZYPREXA 7.,,,,,,,,60,2,504.52,0,0,
MA,,2,4116,30,20061,ZYPREXA 7.,,,,,,,,12017,383,90065.92,0,0,
MA,,2,4116,30,20062,ZYPREXA 7.,,,,,,,,15473,452,120379.89,0,0,
MA,,2,4116,30,20063,ZYPREXA 7.,,,,,,,,15373,433,124529.93,0,0,
MA,,2,4116,30,20064,ZYPREXA 7.,,,,,,,,17964,514,145444.02,0,0,
MA,,2,4116,33,20063,ZYPREXA 7.,,,,,,,,150,5,1244.35,0,0,
MA,,2,4116,33,20064,ZYPREXA 7.,,,,,,,,90,3,744.81,0,0,
MA,,2,4116,60,20061,ZYPREXA 7.,,,,,,,,13377,396,98033.29,0,0,
MA,,2,4116,60,20062,ZYPREXA 7.,,,,,,,,3764,104,28134.96,0,0,
MA,,2,4116,60,20063,ZYPREXA 7.,,,,,,,,1909,55,14948.84,0,0,
MA,,2,4116,60,20064,ZYPREXA 7.,,,,,,,,1372,41,10523.61,0,0,
MA,,2,4117,4,20061,ZYPREXA 10,,,,,,,,18759,445,178348.56,0,0,
MA,,2,4117,4,20062,ZYPREXA 10,,,,,,,,12318,282,118046.18,0,0,
MA,,2,4117,4,20063,ZYPREXA 10,,,,,,,,14155,328,139390.12,0,0,
MA,,2,4117,4,20064,ZYPREXA 10,,,,,,,,15089,321,152860.16,0,0,
MA,,2,4117,30,20061,ZYPREXA 10,,,,,,,,61682,1602,583627.05,0,0,
MA,,2,4117,30,20062,ZYPREXA 10,,,,,,,,76635,1888,738630.51,0,0,
MA,,2,4117,30,20063,ZYPREXA 10,,,,,,,,78647,1997,776501.04,0,0,
MA,,2,4117,30,20064,ZYPREXA 10,,,,,,,,89856,2253,908020.52,0,0,
MA,,2,4117,33,20061,ZYPREXA 10,,,,,,,,15,1,144.9,0,0,
MA,,2,4117,33,20062,ZYPREXA 10,,,,,,,,60,2,579.6,0,0,
MA,,2,4117,33,20063,ZYPREXA 10,,,,,,,,314,10,3114.84,0,0,
MA,,2,4117,33,20064,ZYPREXA 10,,,,,,,,88,4,905.52,0,0,
MA,,2,4117,60,20061,ZYPREXA 10,,,,,,,,49020,1252,468996.29,0,0,
MA,,2,4117,60,20062,ZYPREXA 10,,,,,,,,19057,426,181954.71,0,0,
MA,,2,4117,60,20063,ZYPREXA 10,,,,,,,,9380,202,89863.65,0,0,
MA,,2,4117,60,20064,ZYPREXA 10,,,,,,,,7397,170,71551,0,0,
MA,,2,4165,2,20061,EVISTA 60 ,,,,,,,,8599,268,22793.94,0,0,
MA,,2,4165,2,20062,EVISTA 60 ,,,,,,,,4015,129,10919.72,0,0,
MA,,2,4165,2,20063,EVISTA 60 ,,,,,,,,4266,145,11355.49,0,0,
MA,,2,4165,2,20064,EVISTA 60 ,,,,,,,,5342,182,14043.29,0,0,
MA,,2,4165,7,20061,EVISTA 60 ,,,,,,,,30,1,84.67,0,0,
MA,,2,4165,7,20062,EVISTA 60 ,,,,,,,,60,2,169.34,0,0,
MA,,2,4165,30,20061,EVISTA 60 ,,,,,,,,29305,849,80409.33,0,0,
MA,,2,4165,30,20062,EVISTA 60 ,,,,,,,,17292,546,47476.18,0,0,
MA,,2,4165,30,20063,EVISTA 60 ,,,,,,,,17670,577,48788.86,0,0,
MA,,2,4165,30,20064,EVISTA 60 ,,,,,,,,18720,619,51827.23,0,0,
MA,,2,4415,4,20061,ZYPREXA 15,,,,,,,,420,13,6057.52,0,0,
MA,,2,4415,4,20062,ZYPREXA 15,,,,,,,,664,26,9623.72,0,0,
MA,,2,4415,4,20063,ZYPREXA 15,,,,,,,,504,18,7558.11,0,0,
MA,,2,4415,4,20064,ZYPREXA 15,,,,,,,,60,2,926.1,0,0,
MA,,2,4415,30,20061,ZYPREXA 15,,,,,,,,35372,983,500150.5,0,0,
MA,,2,4415,30,20062,ZYPREXA 15,,,,,,,,44493,1190,662158.87,0,0,
MA,,2,4415,30,20063,ZYPREXA 15,,,,,,,,51816,1368,784341.87,0,0,
MA,,2,4415,30,20064,ZYPREXA 15,,,,,,,,57252,1531,861182.77,0,0,
MA,,2,4415,33,20061,ZYPREXA 15,,,,,,,,589,21,8597.44,0,0,
MA,,2,4415,33,20062,ZYPREXA 15,,,,,,,,665,18,9718.58,0,0,
MA,,2,4415,33,20063,ZYPREXA 15,,,,,,,,510,11,7635.7,0,0,
MA,,2,4415,33,20064,ZYPREXA 15,,,,,,,,658,15,10179.23,0,0,
MA,,2,4415,60,20061,ZYPREXA 15,,,,,,,,33281,922,471709.54,0,0,
MA,,2,4415,60,20062,ZYPREXA 15,,,,,,,,10729,268,152048.05,0,0,
MA,,2,4415,60,20063,ZYPREXA 15,,,,,,,,6185,155,86089.69,0,0,
MA,,2,4415,60,20064,ZYPREXA 15,,,,,,,,5322,126,75267.27,0,0,
MA,,2,4420,4,20061,ZYPREXA 20,,,,,,,,987,34,18518.82,0,0,
MA,,2,4420,4,20062,ZYPREXA 20,,,,,,,,1200,41,23388.14,0,0,
MA,,2,4420,4,20063,ZYPREXA 20,,,,,,,,765,22,15425.52,0,0,
MA,,2,4420,4,20064,ZYPREXA 20,,,,,,,,930,31,17989.95,0,0,
MA,,2,4420,30,20061,ZYPREXA 20,,,,,,,,34196,1058,653329.61,0,0,
MA,,2,4420,30,20062,ZYPREXA 20,,,,,,,,41190,1274,787899.37,0,0,
MA,,2,4420,30,20063,ZYPREXA 20,,,,,,,,45051,1384,890210.14,0,0,
MA,,2,4420,30,20064,ZYPREXA 20,,,,,,,,51932,1595,1048023.31,0,0,
MA,,2,4420,33,20061,ZYPREXA 20,,,,,,,,257,10,5061.35,0,0,
MA,,2,4420,33,20062,ZYPREXA 20,,,,,,,,81,5,1627.47,0,0,
MA,,2,4420,33,20063,ZYPREXA 20,,,,,,,,45,2,925.15,0,0,
MA,,2,4420,33,20064,ZYPREXA 20,,,,,,,,135,3,2778.46,0,0,
MA,,2,4420,60,20061,ZYPREXA 20,,,,,,,,28346,888,538495.81,0,0,
MA,,2,4420,60,20062,ZYPREXA 20,,,,,,,,10411,306,199894.55,0,0,
MA,,2,4420,60,20063,ZYPREXA 20,,,,,,,,5890,172,111529.97,0,0,
MA,,2,4420,60,20064,ZYPREXA 20,,,,,,,,4514,133,86113.73,0,0,
MA,,2,4453,1,20061,ZYPREXA ZY,,,,,,,,60,1,3.04,0,0,
MA,,2,4453,1,20062,ZYPREXA ZY,,,,,,,,60,1,8.95,0,0,
MA,,2,4453,1,20063,ZYPREXA ZY,,,,,,,,207,4,43.82,0,0,
MA,,2,4453,1,20064,ZYPREXA ZY,,,,,,,,60,1,8.95,0,0,
MA,,2,4453,85,20061,ZYPREXA ZY,,,,,,,,2381,47,12953.65,0,0,
MA,,2,4453,85,20062,ZYPREXA ZY,,,,,,,,2077,35,9348.08,0,0,
MA,,2,4453,85,20063,ZYPREXA ZY,,,,,,,,1266,23,7416.75,0,0,
MA,,2,4453,85,20064,ZYPREXA ZY,,,,,,,,1514,32,10117.04,0,0,
MA,,2,4454,85,20061,ZYPREXA ZY,,,,,,,,1651,35,15874.15,0,0,
MA,,2,4454,85,20062,ZYPREXA ZY,,,,,,,,1201,22,11683.49,0,0,
MA,,2,4454,85,20063,ZYPREXA ZY,,,,,,,,1185,17,11408.76,0,0,
MA,,2,4454,85,20064,ZYPREXA ZY,,,,,,,,1161,16,11433.66,0,0,
MA,,2,4455,85,20061,ZYPREXA ZY,,,,,,,,598,19,9562.9,0,0,
MA,,2,4455,85,20062,ZYPREXA ZY,,,,,,,,594,12,9797.6,0,0,
MA,,2,4455,85,20063,ZYPREXA ZY,,,,,,,,564,11,9303.68,0,0,
MA,,2,4455,85,20064,ZYPREXA ZY,,,,,,,,540,9,7937.72,0,0,
MA,,2,4456,1,20062,ZYPREXA ZY,,,,,,,,30,1,650.64,0,0,
MA,,2,4456,1,20064,ZYPREXA ZY,,,,,,,,30,1,647.64,0,0,
MA,,2,4456,85,20061,ZYPREXA ZY,,,,,,,,360,11,7430.72,0,0,
MA,,2,4456,85,20062,ZYPREXA ZY,,,,,,,,210,7,4481.5,0,0,
MA,,2,4456,85,20063,ZYPREXA ZY,,,,,,,,270,9,5828.76,0,0,
MA,,2,4456,85,20064,ZYPREXA ZY,,,,,,,,270,9,5828.01,0,0,
MA,,2,7335,1,20061,HUMATROPE ,,,,,,,,28,8,314.99,0,0,
MA,,2,7335,1,20062,HUMATROPE ,,,,,,,,49,9,378.16,0,0,
MA,,2,7335,1,20063,HUMATROPE ,,,,,,,,32,7,265,0,0,
MA,,2,7335,1,20064,HUMATROPE ,,,,,,,,71,11,440.96,0,0,
MA,,2,7335,16,20061,HUMATROPE ,,,,,,,,73,21,16832.38,0,0,
MA,,2,7335,16,20062,HUMATROPE ,,,,,,,,52,17,12870.09,0,0,
MA,,2,7335,16,20063,HUMATROPE ,,,,,,,,71,19,13795.37,0,0,
MA,,2,7335,16,20064,HUMATROPE ,,,,,,,,64,19,11193.64,0,0,
MA,,2,7501,1,20061,GEMZAR 200,,,,,,,,68,6,8285.76,0,0,
MA,,2,7501,1,20062,GEMZAR 200,,,,,,,,75,9,9213.75,0,0,
MA,,2,7501,1,20063,GEMZAR 200,,,,,,,,24,5,3014.56,0,0,
MA,,2,7501,1,20064,GEMZAR 200,,,,,,,,24,8,2842.4,0,0,
MA,,2,7502,1,20061,GEMZAR 1 G,,,,,,,,64,18,39130.56,0,0,
MA,,2,7502,1,20062,GEMZAR 1 G,,,,,,,,73,19,44840.25,0,0,
MA,,2,7502,1,20063,GEMZAR 1 G,,,,,,,,32,7,19780.11,0,0,
MA,,2,7502,1,20064,GEMZAR 1 G,,,,,,,,45,16,28599.03,0,0,
MA,,2,7510,1,20061,HUMALOG 10,,,,,,,,53390,2962,337120.58,0,0,
MA,,2,7510,1,20062,HUMALOG 10,,,,,,,,49050,2704,314849.26,0,0,
MA,,2,7510,1,20063,HUMALOG 10,,,,,,,,47890,2692,309176.53,0,0,
MA,,2,7510,1,20064,HUMALOG 10,,,,,,,,55490,3118,375145.53,375145.53,0,
MA,,2,7511,1,20061,HUMALOG MI,,,,,,,,24060,1010,161769.63,0,0,
MA,,2,7511,1,20062,HUMALOG MI,,,,,,,,20740,879,143765.44,0,0,
MA,,2,7511,1,20063,HUMALOG MI,,,,,,,,19280,810,133974.45,0,0,
MA,,2,7511,1,20064,HUMALOG MI,,,,,,,,20780,911,150072.88,0,0,
MA,,2,7512,1,20064,HUMALOG MI,,,,,,,,30,1,221.47,0,0,
MA,,2,7516,59,20061,HUMALOG 10,,,,,,,,18,2,157.65,0,0,
MA,,2,7516,59,20064,HUMALOG 10,,,,,,,,45,3,418.95,0,0,
MA,,2,7597,1,20061,ZYPREXA 10,,,,,,,,5,1,105.37,0,0,
MA,,2,7597,1,20062,ZYPREXA 10,,,,,,,,73,9,1521.66,0,0,
MA,,2,7623,1,20061,ALIMTA 500,,,,,,,,2,1,20.12,0,0,
MA,,2,7623,1,20062,ALIMTA 500,,,,,,,,8,3,17209.24,0,0,
MA,,2,7623,1,20063,ALIMTA 500,,,,,,,,4,2,8604.62,0,0,
MA,,2,7623,1,20064,ALIMTA 500,,,,,,,,2,1,4447.61,0,0,
MA,,2,8031,1,20061,GLUCAGON 1,,,,,,,,534,305,37446.54,0,0,
MA,,2,8031,1,20062,GLUCAGON 1,,,,,,,,494,279,37047.6,0,0,
MA,,2,8031,1,20063,GLUCAGON 1,,,,,,,,754,394,52636.75,0,0,
MA,,2,8031,1,20064,GLUCAGON 1,,,,,,,,612,349,43202.77,0,0,
MA,,2,8085,1,20061,GLUCAGON 1,,,,,,,,2,1,139.51,0,0,
MA,,2,8147,1,20061,HUMATROPE ,,,,,,,,42,17,10281.89,0,0,
MA,,2,8147,1,20062,HUMATROPE ,,,,,,,,52,18,13676.88,0,0,
MA,,2,8147,1,20063,HUMATROPE ,,,,,,,,20,10,5439.72,0,0,
MA,,2,8147,1,20064,HUMATROPE ,,,,,,,,30,13,6771.32,0,0,
MA,,2,8148,1,20061,HUMATROPE ,,,,,,,,67,18,33316.16,0,0,
MA,,2,8148,1,20062,HUMATROPE ,,,,,,,,83,21,46404.96,0,0,
MA,,2,8148,1,20063,HUMATROPE ,,,,,,,,84,21,49237.61,0,0,
MA,,2,8148,1,20064,HUMATROPE ,,,,,,,,79,18,48108.84,0,0,
MA,,2,8149,1,20061,HUMATROPE ,,,,,,,,50,14,56513.74,0,0,
MA,,2,8149,1,20062,HUMATROPE ,,,,,,,,46,11,54269.28,0,0,
MA,,2,8149,1,20063,HUMATROPE ,,,,,,,,61,16,74357.88,0,0,
MA,,2,8149,1,20064,HUMATROPE ,,,,,,,,58,13,70215.6,0,0,
MA,,2,8215,1,20061,HUMULIN R ,,,,,,,,18146,1146,53154.56,0,0,
MA,,2,8215,1,20062,HUMULIN R ,,,,,,,,14820,985,43611.16,0,0,
MA,,2,8215,1,20063,HUMULIN R ,,,,,,,,14090,953,44927.85,0,0,
MA,,2,8215,1,20064,HUMULIN R ,,,,,,,,14431,983,46162.8,0,0,
MA,,2,8315,1,20061,HUMULIN N ,,,,,,,,68290,3225,197828.65,0,0,
MA,,2,8315,1,20062,HUMULIN N ,,,,,,,,58880,2870,168723.49,0,0,
MA,,2,8315,1,20063,HUMULIN N ,,,,,,,,56618,2781,175932.13,0,0,
MA,,2,8315,1,20064,HUMULIN N ,,,,,,,,58568,2961,182825.89,0,0,
MA,,2,8415,1,20061,HUMULIN L ,,,,,,,,1360,70,3692.12,0,0,
MA,,2,8415,1,20062,HUMULIN L ,,,,,,,,830,44,2189.18,0,0,
MA,,2,8415,1,20063,HUMULIN L ,,,,,,,,660,36,1778.78,0,0,
MA,,2,8415,1,20064,HUMULIN L ,,,,,,,,230,14,626.02,0,0,
MA,,2,8501,1,20061,HUMULIN R ,,,,,,,,840,26,7280.58,0,0,
MA,,2,8501,1,20062,HUMULIN R ,,,,,,,,660,28,5920.09,0,0,
MA,,2,8501,1,20063,HUMULIN R ,,,,,,,,880,33,8111.07,0,0,
MA,,2,8501,1,20064,HUMULIN R ,,,,,,,,840,31,7760.42,0,0,
MA,,2,8615,1,20061,HUMULIN U ,,,,,,,,520,24,1527.86,0,0,
MA,,2,8615,1,20062,HUMULIN U ,,,,,,,,120,5,277.46,0,0,
MA,,2,8615,1,20063,HUMULIN U ,,,,,,,,10,1,31.05,0,0,
MA,,2,8715,1,20061,HUMULIN 70,,,,,,,,32600,1362,95679.41,0,0,
MA,,2,8715,1,20062,HUMULIN 70,,,,,,,,25710,1132,75609.21,0,0,
MA,,2,8715,1,20063,HUMULIN 70,,,,,,,,24550,1091,77126.48,0,0,
MA,,2,8715,1,20064,HUMULIN 70,,,,,,,,24824,1111,79367,0,0,
MA,,2,8725,59,20061,HUMALOG 10,,,,,,,,4425,220,33693.49,0,0,
MA,,2,8725,59,20062,HUMALOG 10,,,,,,,,3924,215,28877.5,0,0,
MA,,2,8725,59,20063,HUMALOG 10,,,,,,,,3633,199,26845.64,0,0,
MA,,2,8725,59,20064,HUMALOG 10,,,,,,,,3777,207,28557.19,0,0,
MA,,2,8730,1,20061,HUMULIN N ,,,,,,,,75,3,466.15,0,0,
MA,,2,8730,1,20062,HUMULIN N ,,,,,,,,150,5,930.3,0,0,
MA,,2,8730,1,20063,HUMULIN N ,,,,,,,,135,5,912.83,0,0,
MA,,2,8730,1,20064,HUMULIN N ,,,,,,,,90,4,609.88,0,0,
MA,,2,8730,59,20061,HUMULIN N ,,,,,,,,1911,74,10259.39,0,0,
MA,,2,8730,59,20062,HUMULIN N ,,,,,,,,1545,62,8113.7,0,0,
MA,,2,8730,59,20063,HUMULIN N ,,,,,,,,1188,52,6847.81,0,0,
MA,,2,8730,59,20064,HUMULIN N ,,,,,,,,1149,55,7305.22,0,0,
MA,,2,8770,59,20061,HUMULIN 70,,,,,,,,1683,71,9885.01,0,0,
MA,,2,8770,59,20062,HUMULIN 70,,,,,,,,1155,50,6295.97,0,0,
MA,,2,8770,59,20063,HUMULIN 70,,,,,,,,1356,55,8167.82,0,0,
MA,,2,8770,59,20064,HUMULIN 70,,,,,,,,1425,56,8556.04,0,0,
MA,,2,8793,59,20062,HUMALOG MI,,,,,,,,63,4,570.41,0,0,
MA,,2,8793,59,20063,HUMALOG MI,,,,,,,,120,6,1086.5,0,0,
MA,,2,8793,59,20064,HUMALOG MI,,,,,,,,120,5,1143.88,0,0,
MA,,2,8794,59,20061,HUMALOG MI,,,,,,,,3966,145,32942.24,0,0,
MA,,2,8794,59,20062,HUMALOG MI,,,,,,,,3555,133,28386.38,0,0,
MA,,2,8794,59,20063,HUMALOG MI,,,,,,,,3525,135,28341.57,0,0,
MA,,2,8794,59,20064,HUMALOG MI,,,,,,,,3240,128,27523.97,0,0,
MA,,2,8971,1,20061,FORTEO 750,,,,,,,,75,25,13295.43,0,0,
MA,,2,8971,1,20062,FORTEO 750,,,,,,,,30,10,3892.13,0,0,
MA,,2,8971,1,20063,FORTEO 750,,,,,,,,36,12,5775.6,0,0,
MA,,2,8971,1,20064,FORTEO 750,,,,,,,,51,17,8964.84,0,0,
MA,,2,9515,1,20061,HUMULIN 50,,,,,,,,250,8,744.2,0,0,
MA,,2,9515,1,20062,HUMULIN 50,,,,,,,,240,7,711.25,0,0,
MA,,2,9515,1,20063,HUMULIN 50,,,,,,,,360,10,1140.84,0,0,
MA,,2,9515,1,20064,HUMULIN 50,,,,,,,,510,13,1589.89,0,0,
MA,,3,101,50,20061,TRIMOX 250,,,,,,,,40,1,4.95,0,0,
MA,,3,101,50,20062,TRIMOX 250,,,,,,,,56,1,5.73,0,0,
MA,,3,101,60,20061,TRIMOX 250,,,,,,,,354,12,48.22,0,0,
