State Code,Firms,Labeler codecode Product Package Size,Product code,Package size Size,Period Covered,FDA Approved drug name,Generic/Brand,Application #,Comments,Gen availability,Name of Gen,Date of Gen availability,Price issue,ANDA APP#,Units Reimbursed,No. of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-Medicaid Amount Reimbursed,,,
MA,,228,2404,96,20004,TETRACYCLI,,,,,,,,,180,3,13.56,0,0,,,
MA,,228,2406,10,20001,TETRACYCLI,,,,,,,,,100,2,10.57,0,0,,,
MA,,228,2406,10,20002,TETRACYCLI,,,,,,,,,120,2,10.98,0,0,,,
MA,,228,2406,10,20004,TETRACYCLI,,,,,,,,,40,1,4.83,0,0,,,
MA,,228,2406,50,20003,TETRACYCLI,,,,,,,,,100,1,6.72,0,0,,,
MA,,228,2406,50,20004,TETRACYCLI,,,,,,,,,200,2,13.02,0,0,,,
MA,,228,2406,96,20001,TETRACYCLI,,,,,,,,,90,3,11.61,0,0,,,
MA,,228,2406,96,20002,TETRACYCLI,,,,,,,,,90,3,11.61,0,0,,,
MA,,228,2406,96,20003,TETRACYCLI,,,,,,,,,30,1,3.87,0,0,,,
MA,,228,2406,96,20004,TETRACYCLI,,,,,,,,,90,3,11.61,0,0,,,
MA,,228,2520,10,20001,TOLMETIN 4,,,,,,,,,630,7,239.08,0,0,,,
MA,,228,2520,10,20002,TOLMETIN 4,,,,,,,,,1801,26,912.72,0,0,,,
MA,,228,2520,10,20003,TOLMETIN 4,,,,,,,,,2092,30,1078.79,0,0,,,
MA,,228,2520,10,20004,TOLMETIN 4,,,,,,,,,1141,19,616.72,0,0,,,
MA,,228,2480,10,20001,TOLMETIN 6,,,,,,,,,4420,52,3030.2,0,0,,,
MA,,228,2480,10,20002,TOLMETIN 6,,,,,,,,,4461,50,3046.75,0,0,,,
MA,,228,2480,10,20003,TOLMETIN 6,,,,,,,,,2859,31,1935.51,0,0,,,
MA,,228,2480,10,20004,TOLMETIN 6,,,,,,,,,2574,29,1735.88,0,0,,,
MA,,228,2439,10,20001,TRAZODONE ,,,,,,,,,4227,119,505.37,0,0,,,
MA,,228,2439,10,20002,TRAZODONE ,,,,,,,,,4477,117,508.2,0,0,,,
MA,,228,2439,10,20003,TRAZODONE ,,,,,,,,,5772,143,642.47,0,0,,,
MA,,228,2439,10,20004,TRAZODONE ,,,,,,,,,4888,136,584.34,0,0,,,
MA,,228,2439,50,20001,TRAZODONE ,,,,,,,,,149212,3511,17215.55,0,0,,,
MA,,228,2439,50,20002,TRAZODONE ,,,,,,,,,151353,3467,16936.81,0,0,,,
MA,,228,2439,50,20003,TRAZODONE ,,,,,,,,,155051,3447,17039.91,0,0,,,
MA,,228,2439,50,20004,TRAZODONE ,,,,,,,,,158875,3494,17409.3,0,0,,,
MA,,228,2441,10,20001,TRAZODONE ,,,,,,,,,10353,283,1698.19,0,0,,,
MA,,228,2441,10,20002,TRAZODONE ,,,,,,,,,10411,283,1692.97,0,0,,,
MA,,228,2441,10,20003,TRAZODONE ,,,,,,,,,9035,261,1548.32,0,0,,,
MA,,228,2441,10,20004,TRAZODONE ,,,,,,,,,9279,267,1609.19,0,0,,,
MA,,228,2473,10,20001,VERAPAMIL ,,,,,,,,,4627,48,344.09,0,0,,,
MA,,228,2473,10,20002,VERAPAMIL ,,,,,,,,,3842,40,285.26,0,0,,,
MA,,228,2473,10,20003,VERAPAMIL ,,,,,,,,,3817,42,289.71,0,0,,,
MA,,228,2473,10,20004,VERAPAMIL ,,,,,,,,,3482,39,267.02,0,0,,,
MA,,228,2473,50,20001,VERAPAMIL ,,,,,,,,,320,4,26.36,0,0,,,
MA,,228,2473,50,20002,VERAPAMIL ,,,,,,,,,280,4,24.17,0,0,,,
MA,,228,2473,50,20003,VERAPAMIL ,,,,,,,,,145,2,12.46,0,0,,,
MA,,228,2473,50,20004,VERAPAMIL ,,,,,,,,,135,2,12.48,0,0,,,
MA,,228,2473,96,20001,VERAPAMIL ,,,,,,,,,2565,35,208.76,0,0,,,
MA,,228,2473,96,20002,VERAPAMIL ,,,,,,,,,2460,32,211.07,0,0,,,
MA,,228,2473,96,20003,VERAPAMIL ,,,,,,,,,2775,36,231.27,0,0,,,
MA,,228,2473,96,20004,VERAPAMIL ,,,,,,,,,2640,33,224.18,0,0,,,
MA,,228,2475,10,20001,VERAPAMIL ,,,,,,,,,5365,49,538.45,0,0,,,
MA,,228,2475,10,20002,VERAPAMIL ,,,,,,,,,3939,51,441.26,0,0,,,
MA,,228,2475,10,20003,VERAPAMIL ,,,,,,,,,6916,69,713.24,0,0,,,
MA,,228,2475,10,20004,VERAPAMIL ,,,,,,,,,6884,84,704.77,0,0,,,
MA,,228,2475,50,20001,VERAPAMIL ,,,,,,,,,195,5,14.98,0,0,,,
MA,,228,2475,50,20002,VERAPAMIL ,,,,,,,,,990,14,103.16,0,0,,,
MA,,228,2475,50,20003,VERAPAMIL ,,,,,,,,,1065,15,110.42,0,0,,,
MA,,228,2475,50,20004,VERAPAMIL ,,,,,,,,,510,8,44.8,0,0,,,
MA,,228,2475,96,20001,VERAPAMIL ,,,,,,,,,705,13,91.39,0,0,,,
MA,,228,2475,96,20002,VERAPAMIL ,,,,,,,,,540,10,70.13,0,0,,,
MA,,228,2475,96,20003,VERAPAMIL ,,,,,,,,,540,10,70.13,0,0,,,
MA,,228,2475,96,20004,VERAPAMIL ,,,,,,,,,735,18,108.62,0,0,,,
MA,,228,2862,61,20001,VITAMIN B1,,,,,,,,,60,2,2.78,0,0,,,
MA,,245,121,12,20001,ACETAMINOP,,,,,,,,,272,18,109.08,0,0,,,
MA,,245,121,12,20002,ACETAMINOP,,,,,,,,,36,2,13.29,0,0,,,
MA,,245,121,12,20004,ACETAMINOP,,,,,,,,,12,1,5.43,0,0,,,
MA,,245,123,12,20001,ACETAMINOP,,,,,,,,,277,6,75.47,0,0,,,
MA,,245,123,12,20002,ACETAMINOP,,,,,,,,,48,4,21.96,0,0,,,
MA,,245,123,12,20003,ACETAMINOP,,,,,,,,,20,1,7.15,0,0,,,
MA,,245,157,11,20004,ASPIRIN DE,,,,,,,,,100,1,3.19,0,0,,,
MA,,245,79,11,20002,BISACODYL ,,,,,,,,,60,1,3.24,0,0,,,
MA,,245,104,50,20003,BISACODYL ,,,,,,,,,20,1,4.3,0,0,,,
MA,,245,104,50,20004,BISACODYL ,,,,,,,,,40,2,8.6,0,0,,,
MA,,245,75,11,20003,DOCUSATE S,,,,,,,,,100,1,3.49,0,0,,,
MA,,245,75,11,20004,DOCUSATE S,,,,,,,,,200,2,6.98,0,0,,,
MA,,245,53,1,20001,FERATAB   ,,,,,,,,,120,1,6.13,0,0,,,
MA,,245,53,1,20002,FERATAB   ,,,,,,,,,120,1,6.13,0,0,,,
MA,,245,61,1,20003,FERROUS GL,,,,,,,,,90,1,5.54,0,0,,,
MA,,245,61,1,20004,FERROUS GL,,,,,,,,,90,1,5.54,0,0,,,
MA,,245,35,1,20001,KLOR-CON  ,,,,,,,,,2300,26,342.74,0,0,,,
MA,,245,35,1,20002,KLOR-CON  ,,,,,,,,,2720,28,405.26,0,0,,,
MA,,245,35,1,20003,KLOR-CON  ,,,,,,,,,2400,25,360.87,0,0,,,
MA,,245,35,1,20004,KLOR-CON  ,,,,,,,,,3858,37,569.8,0,0,,,
MA,,245,35,30,20001,KLOR-CON  ,,,,,,,,,7057,123,1143.76,0,0,,,
MA,,245,35,30,20002,KLOR-CON  ,,,,,,,,,6724,122,1123.56,0,0,,,
MA,,245,35,30,20003,KLOR-CON  ,,,,,,,,,5541,120,978.29,0,0,,,
MA,,245,35,30,20004,KLOR-CON  ,,,,,,,,,6938,131,1191.56,0,0,,,
MA,,245,41,11,20001,KLOR-CON 1,,,,,,,,,278183,3340,35586.67,0,0,,,
MA,,245,41,11,20002,KLOR-CON 1,,,,,,,,,254606,3142,32691.29,0,0,,,
MA,,245,41,11,20003,KLOR-CON 1,,,,,,,,,237381,2852,30265.56,0,0,,,
MA,,245,41,11,20004,KLOR-CON 1,,,,,,,,,219242,2739,28264.97,0,0,,,
MA,,245,41,15,20001,KLOR-CON 1,,,,,,,,,581725,7838,72970.17,0,0,,,
MA,,245,41,15,20002,KLOR-CON 1,,,,,,,,,530999,7246,66047.03,0,0,,,
MA,,245,41,15,20003,KLOR-CON 1,,,,,,,,,509163,7074,64075.8,0,0,,,
MA,,245,41,15,20004,KLOR-CON 1,,,,,,,,,457736,6332,57370.95,0,0,,,
MA,,245,40,11,20001,KLOR-CON 8,,,,,,,,,5971,88,680,0,0,,,
MA,,245,40,11,20002,KLOR-CON 8,,,,,,,,,5475,67,579.86,0,0,,,
MA,,245,40,11,20003,KLOR-CON 8,,,,,,,,,4960,59,512.87,0,0,,,
MA,,245,40,11,20004,KLOR-CON 8,,,,,,,,,6736,78,690.91,0,0,,,
MA,,245,40,15,20001,KLOR-CON 8,,,,,,,,,23878,335,2476.54,0,0,,,
MA,,245,40,15,20002,KLOR-CON 8,,,,,,,,,20371,296,2111.89,0,0,,,
MA,,245,40,15,20003,KLOR-CON 8,,,,,,,,,19921,289,2109.16,0,0,,,
MA,,245,40,15,20004,KLOR-CON 8,,,,,,,,,21118,296,2162.4,0,0,,,
MA,,245,37,1,20001,KLOR-CON/2,,,,,,,,,200,2,41.68,0,0,,,
MA,,245,37,1,20003,KLOR-CON/2,,,,,,,,,100,1,21.06,0,0,,,
MA,,245,37,1,20004,KLOR-CON/2,,,,,,,,,200,2,41.9,0,0,,,
MA,,245,37,25,20001,KLOR-CON/2,,,,,,,,,120,2,27.4,0,0,,,
MA,,245,37,25,20002,KLOR-CON/2,,,,,,,,,120,2,27.4,0,0,,,
MA,,245,37,25,20003,KLOR-CON/2,,,,,,,,,60,1,13.7,0,0,,,
MA,,245,37,30,20001,KLOR-CON/2,,,,,,,,,420,11,96.69,0,0,,,
MA,,245,37,30,20002,KLOR-CON/2,,,,,,,,,420,11,95.33,0,0,,,
MA,,245,37,30,20003,KLOR-CON/2,,,,,,,,,770,13,165.78,0,0,,,
MA,,245,37,30,20004,KLOR-CON/2,,,,,,,,,330,8,76.62,0,0,,,
MA,,245,39,1,20001,KLOR-CON/E,,,,,,,,,240,2,47.42,0,0,,,
MA,,245,39,1,20002,KLOR-CON/E,,,,,,,,,360,3,71.13,0,0,,,
MA,,245,39,1,20003,KLOR-CON/E,,,,,,,,,480,4,94.84,0,0,,,
MA,,245,39,1,20004,KLOR-CON/E,,,,,,,,,210,2,42.12,0,0,,,
MA,,245,39,30,20001,KLOR-CON/E,,,,,,,,,1922,35,453.05,0,0,,,
MA,,245,39,30,20002,KLOR-CON/E,,,,,,,,,1833,41,423.61,0,0,,,
MA,,245,39,30,20003,KLOR-CON/E,,,,,,,,,964,22,234.02,0,0,,,
MA,,245,39,30,20004,KLOR-CON/E,,,,,,,,,984,26,248.74,0,0,,,
MA,,245,147,1,20004,PACERONE 2,,,,,,,,,240,5,345.33,0,0,,,
MA,,245,147,15,20003,PACERONE 2,,,,,,,,,120,2,171.42,0,0,,,
MA,,245,147,15,20004,PACERONE 2,,,,,,,,,60,1,85.71,0,0,,,
MA,,245,147,60,20001,PACERONE 2,,,,,,,,,28692,804,42977.1,0,0,,,
MA,,245,147,60,20002,PACERONE 2,,,,,,,,,26108,729,38922.74,0,0,,,
MA,,245,147,60,20003,PACERONE 2,,,,,,,,,25999,730,38448.31,0,0,,,
MA,,245,147,60,20004,PACERONE 2,,,,,,,,,22642,653,32871.43,0,0,,,
MA,,245,2,31,20001,POTASSIUM ,,,,,,,,,90,3,17.46,0,0,,,
MA,,245,42,0,20001,POTASSIUM ,,,,,,,,,480,5,42.36,0,0,,,
MA,,245,42,0,20002,POTASSIUM ,,,,,,,,,120,1,9.84,0,0,,,
MA,,245,242,10,20001,POTASSIUM ,,,,,,,,,2583,53,321.24,0,0,,,
MA,,245,242,10,20002,POTASSIUM ,,,,,,,,,2005,47,260.89,0,0,,,
MA,,245,242,10,20003,POTASSIUM ,,,,,,,,,1607,41,225.5,0,0,,,
MA,,245,242,10,20004,POTASSIUM ,,,,,,,,,1864,48,264.3,0,0,,,
MA,,245,36,23,20002,PREVALITE ,,,,,,,,,923,4,115.21,0,0,,,
MA,,245,36,23,20003,PREVALITE ,,,,,,,,,462,2,57.66,0,0,,,
MA,,245,36,23,20004,PREVALITE ,,,,,,,,,462,2,58.16,0,0,,,
MA,,245,36,42,20001,PREVALITE ,,,,,,,,,194,5,140.62,0,0,,,
MA,,245,36,42,20002,PREVALITE ,,,,,,,,,114,3,82.79,0,0,,,
MA,,245,36,42,20003,PREVALITE ,,,,,,,,,318,9,232.51,0,0,,,
MA,,245,36,42,20004,PREVALITE ,,,,,,,,,401,10,290.34,0,0,,,
MA,,245,36,60,20001,PREVALITE ,,,,,,,,,6805,101,4658.93,0,0,,,
MA,,245,36,60,20002,PREVALITE ,,,,,,,,,6831,95,4754.23,0,0,,,
MA,,245,36,60,20003,PREVALITE ,,,,,,,,,6363,88,4339.17,0,0,,,
MA,,245,36,60,20004,PREVALITE ,,,,,,,,,7328,98,5092.44,0,0,,,
MA,,245,160,12,20001,RMS       ,,,,,,,,,387,15,447.5,0,0,,,
MA,,245,160,12,20002,RMS       ,,,,,,,,,630,11,470.82,0,0,,,
MA,,245,160,12,20003,RMS       ,,,,,,,,,468,9,268.2,0,0,,,
MA,,245,160,12,20004,RMS       ,,,,,,,,,86,5,92.95,0,0,,,
MA,,245,161,12,20001,RMS       ,,,,,,,,,354,8,210.82,0,0,,,
MA,,245,161,12,20002,RMS       ,,,,,,,,,159,7,216.14,0,0,,,
MA,,245,161,12,20003,RMS       ,,,,,,,,,122,5,164.39,0,0,,,
MA,,245,161,12,20004,RMS       ,,,,,,,,,91,10,126.83,0,0,,,
MA,,245,162,12,20001,RMS       ,,,,,,,,,180,3,278.28,0,0,,,
MA,,245,162,12,20002,RMS       ,,,,,,,,,180,3,278.28,0,0,,,
MA,,245,162,12,20003,RMS       ,,,,,,,,,195,4,302.88,0,0,,,
MA,,245,162,12,20004,RMS       ,,,,,,,,,120,2,185.52,0,0,,,
MA,,245,163,12,20001,RMS       ,,,,,,,,,135,3,289.38,0,0,,,
MA,,245,163,12,20002,RMS       ,,,,,,,,,135,3,289.38,0,0,,,
MA,,245,163,12,20003,RMS       ,,,,,,,,,225,5,482.3,0,0,,,
MA,,245,163,12,20004,RMS       ,,,,,,,,,130,3,278.95,0,0,,,
MA,,245,154,11,20002,SALSITAB  ,,,,,,,,,200,2,48.34,0,0,,,
MA,,245,3,8,20001,SSKI      ,,,,,,,,,60,2,10.92,0,0,,,
MA,,245,3,8,20002,SSKI      ,,,,,,,,,30,1,5.46,0,0,,,
MA,,245,3,8,20003,SSKI      ,,,,,,,,,60,2,10.92,0,0,,,
MA,,245,3,8,20004,SSKI      ,,,,,,,,,631,5,74.94,0,0,,,
MA,,245,3,31,20001,SSKI      ,,,,,,,,,2160,59,368.67,0,0,,,
MA,,245,3,31,20002,SSKI      ,,,,,,,,,2280,59,383,0,0,,,
MA,,245,3,31,20003,SSKI      ,,,,,,,,,1950,53,316.07,0,0,,,
MA,,245,3,31,20004,SSKI      ,,,,,,,,,2550,67,428.13,0,0,,,
MA,,245,80,11,20001,ZINC SULFA,,,,,,,,,5355,108,806.65,0,0,,,
MA,,245,80,11,20002,ZINC SULFA,,,,,,,,,4082,94,654.13,0,0,,,
MA,,245,80,11,20003,ZINC SULFA,,,,,,,,,5830,157,1023.65,0,0,,,
MA,,245,80,11,20004,ZINC SULFA,,,,,,,,,4589,131,826.12,0,0,,,
MA,,254,2064,28,20003,APAP/CODEI,,,,,,,,,90,1,10.37,0,0,,,
MA,,254,9064,58,20003,CHERATUSSI,,,,,,,,,120,1,4.08,0,0,,,
MA,,254,9064,58,20004,CHERATUSSI,,,,,,,,,3136,15,81.28,0,0,,,
MA,,254,9068,58,20001,CHLORAL HY,,,,,,,,,1485,9,47.63,0,0,,,
MA,,254,9068,58,20002,CHLORAL HY,,,,,,,,,790,4,16.11,0,0,,,
MA,,254,9068,58,20004,CHLORAL HY,,,,,,,,,60,2,6.04,0,0,,,
MA,,254,2667,6,20001,DEXAMETHAS,,,,,,,,,12,1,8.9,0,0,,,
MA,,254,2667,6,20002,DEXAMETHAS,,,,,,,,,36,3,26.94,0,0,,,
MA,,254,2667,6,20003,DEXAMETHAS,,,,,,,,,24,2,12.37,0,0,,,
MA,,254,2667,6,20004,DEXAMETHAS,,,,,,,,,12,1,3.47,0,0,,,
MA,,254,5311,28,20003,GUAIFENESI,,,,,,,,,938,13,396.05,0,0,,,
MA,,254,5311,28,20004,GUAIFENESI,,,,,,,,,1146,13,475.24,0,0,,,
MA,,254,5312,28,20001,GUAIFENESI,,,,,,,,,176,2,40.96,0,0,,,
MA,,254,5312,28,20002,GUAIFENESI,,,,,,,,,585,9,145.17,0,0,,,
MA,,254,5312,28,20003,GUAIFENESI,,,,,,,,,1150,15,277.8,0,0,,,
MA,,254,5312,28,20004,GUAIFENESI,,,,,,,,,3148,40,757.42,0,0,,,
MA,,254,5312,35,20002,GUAIFENESI,,,,,,,,,584,14,148.08,0,0,,,
MA,,254,5312,35,20003,GUAIFENESI,,,,,,,,,760,12,171.7,0,0,,,
MA,,254,5312,35,20004,GUAIFENESI,,,,,,,,,4837,90,1101.55,0,0,,,
MA,,254,3596,28,20001,HYDROCODON,,,,,,,,,110,3,23.57,0,0,,,
MA,,254,3596,28,20003,HYDROCODON,,,,,,,,,15,1,4.69,0,0,,,
MA,,254,3596,35,20001,HYDROCODON,,,,,,,,,54,2,12.88,0,0,,,
MA,,254,3596,35,20002,HYDROCODON,,,,,,,,,378,11,68.18,0,0,,,
MA,,254,3596,35,20003,HYDROCODON,,,,,,,,,350,8,71.15,0,0,,,
MA,,254,3596,35,20004,HYDROCODON,,,,,,,,,414,15,91.23,0,0,,,
MA,,254,3611,28,20001,HYDROMORPH,,,,,,,,,30,1,10.09,0,0,,,
MA,,254,3611,28,20002,HYDROMORPH,,,,,,,,,50,1,14.49,0,0,,,
MA,,254,3612,28,20001,HYDROMORPH,,,,,,,,,50,1,22.95,0,0,,,
MA,,254,3612,28,20002,HYDROMORPH,,,,,,,,,16,1,8.49,0,0,,,
MA,,254,9216,43,20001,HYOSCYAMIN,,,,,,,,,15,1,14.97,0,0,,,
MA,,254,9216,43,20002,HYOSCYAMIN,,,,,,,,,285,12,267.78,0,0,,,
MA,,254,9216,43,20003,HYOSCYAMIN,,,,,,,,,600,23,558.71,0,0,,,
MA,,254,9216,43,20004,HYOSCYAMIN,,,,,,,,,960,28,867.65,0,0,,,
MA,,254,3911,28,20001,LEVOTHYROX,,,,,,,,,120,4,22.9,0,0,,,
MA,,254,3911,28,20002,LEVOTHYROX,,,,,,,,,30,1,5.6,0,0,,,
MA,,254,3911,28,20003,LEVOTHYROX,,,,,,,,,60,2,11.7,0,0,,,
MA,,254,3911,28,20004,LEVOTHYROX,,,,,,,,,300,10,57.5,0,0,,,
MA,,254,3911,38,20001,LEVOTHYROX,,,,,,,,,847,24,136.98,0,0,,,
MA,,254,3911,38,20002,LEVOTHYROX,,,,,,,,,555,15,98.32,0,0,,,
MA,,254,3911,38,20003,LEVOTHYROX,,,,,,,,,940,19,144.15,0,0,,,
MA,,254,3911,38,20004,LEVOTHYROX,,,,,,,,,1480,31,229.98,0,0,,,
MA,,254,3912,38,20001,LEVOTHYROX,,,,,,,,,1751,62,354.72,0,0,,,
MA,,254,3912,38,20002,LEVOTHYROX,,,,,,,,,1287,38,232.38,0,0,,,
MA,,254,3912,38,20003,LEVOTHYROX,,,,,,,,,1490,34,245.15,0,0,,,
MA,,254,3912,38,20004,LEVOTHYROX,,,,,,,,,2210,57,381.03,0,0,,,
MA,,254,3913,28,20001,LEVOTHYROX,,,,,,,,,440,8,73.7,0,0,,,
MA,,254,3913,28,20002,LEVOTHYROX,,,,,,,,,120,4,24.64,0,0,,,
MA,,254,3913,28,20003,LEVOTHYROX,,,,,,,,,120,2,19.64,0,0,,,
MA,,254,3913,38,20001,LEVOTHYROX,,,,,,,,,524,20,118.8,0,0,,,
MA,,254,3913,38,20002,LEVOTHYROX,,,,,,,,,549,19,114.18,0,0,,,
MA,,254,3913,38,20003,LEVOTHYROX,,,,,,,,,650,17,94.76,0,0,,,
MA,,254,3913,38,20004,LEVOTHYROX,,,,,,,,,2090,54,320.13,0,0,,,
MA,,254,3914,38,20001,LEVOTHYROX,,,,,,,,,2377,98,556.54,0,0,,,
MA,,254,3914,38,20002,LEVOTHYROX,,,,,,,,,2211,78,487.11,0,0,,,
MA,,254,3914,38,20003,LEVOTHYROX,,,,,,,,,1447,47,302.73,0,0,,,
MA,,254,3914,38,20004,LEVOTHYROX,,,,,,,,,2831,81,565.55,0,0,,,
MA,,254,3915,28,20001,LEVOTHYROX,,,,,,,,,150,5,37.15,0,0,,,
MA,,254,3915,28,20002,LEVOTHYROX,,,,,,,,,270,7,60.33,0,0,,,
MA,,254,3915,28,20003,LEVOTHYROX,,,,,,,,,300,8,67.46,0,0,,,
MA,,254,3915,28,20004,LEVOTHYROX,,,,,,,,,240,8,58.04,0,0,,,
MA,,254,3915,38,20001,LEVOTHYROX,,,,,,,,,88,3,22.08,0,0,,,
MA,,254,3915,38,20002,LEVOTHYROX,,,,,,,,,180,4,38.69,0,0,,,
MA,,254,3915,38,20003,LEVOTHYROX,,,,,,,,,210,4,42.4,0,0,,,
MA,,254,3915,38,20004,LEVOTHYROX,,,,,,,,,345,7,70.74,0,0,,,
MA,,254,3916,28,20002,LEVOTHYROX,,,,,,,,,28,1,8.03,0,0,,,
MA,,254,3916,28,20003,LEVOTHYROX,,,,,,,,,30,1,7.89,0,0,,,
MA,,254,3916,28,20004,LEVOTHYROX,,,,,,,,,310,6,70.71,0,0,,,
MA,,254,3916,38,20003,LEVOTHYROX,,,,,,,,,30,1,7.89,0,0,,,
MA,,254,3916,38,20004,LEVOTHYROX,,,,,,,,,120,3,29.06,0,0,,,
MA,,254,3919,28,20003,LEVOTHYROX,,,,,,,,,30,1,7.59,0,0,,,
MA,,254,3919,28,20004,LEVOTHYROX,,,,,,,,,210,5,44.07,0,0,,,
MA,,254,3919,38,20002,LEVOTHYROX,,,,,,,,,88,3,22.46,0,0,,,
MA,,254,3919,38,20003,LEVOTHYROX,,,,,,,,,210,7,48.65,0,0,,,
MA,,254,3919,38,20004,LEVOTHYROX,,,,,,,,,450,15,104.25,0,0,,,
MA,,254,9298,48,20001,MULTI-VIT ,,,,,,,,,50,1,9.25,0,0,,,
MA,,254,9298,48,20002,MULTI-VIT ,,,,,,,,,100,2,17.37,0,0,,,
MA,,254,9298,48,20003,MULTI-VIT ,,,,,,,,,100,2,17.37,0,0,,,
MA,,254,9298,48,20004,MULTI-VIT ,,,,,,,,,250,5,44.05,0,0,,,
MA,,254,9299,48,20003,MULTI-VIT ,,,,,,,,,50,1,5.99,0,0,,,
MA,,254,4971,28,20001,PHENAZOPYR,,,,,,,,,1333,34,634.72,0,0,,,
MA,,254,4971,28,20002,PHENAZOPYR,,,,,,,,,2038,63,1008.92,0,0,,,
MA,,254,4971,28,20003,PHENAZOPYR,,,,,,,,,1544,38,736.57,0,0,,,
MA,,254,4971,28,20004,PHENAZOPYR,,,,,,,,,1695,50,825.38,0,0,,,
MA,,254,4972,28,20001,PHENAZOPYR,,,,,,,,,1071,42,905.37,0,0,,,
MA,,254,4972,28,20002,PHENAZOPYR,,,,,,,,,1110,46,907.28,0,0,,,
MA,,254,4972,28,20003,PHENAZOPYR,,,,,,,,,1009,47,889.39,0,0,,,
MA,,254,4972,28,20004,PHENAZOPYR,,,,,,,,,1027,47,799.07,0,0,,,
MA,,254,5011,28,20002,PHENOBARBI,,,,,,,,,420,8,25.68,0,0,,,
MA,,254,5011,28,20003,PHENOBARBI,,,,,,,,,1200,20,64.83,0,0,,,
MA,,254,5011,28,20004,PHENOBARBI,,,,,,,,,1110,20,64.47,0,0,,,
MA,,254,5011,38,20001,PHENOBARBI,,,,,,,,,900,11,35.12,0,0,,,
MA,,254,5011,38,20002,PHENOBARBI,,,,,,,,,1835,25,77.88,0,0,,,
MA,,254,5011,38,20003,PHENOBARBI,,,,,,,,,1272,14,38.67,0,0,,,
MA,,254,5011,38,20004,PHENOBARBI,,,,,,,,,1080,8,24.4,0,0,,,
MA,,254,5012,28,20002,PHENOBARBI,,,,,,,,,1348,13,59.54,0,0,,,
MA,,254,5012,28,20003,PHENOBARBI,,,,,,,,,435,4,18.13,0,0,,,
MA,,254,5012,28,20004,PHENOBARBI,,,,,,,,,240,2,9.66,0,0,,,
MA,,254,5012,38,20001,PHENOBARBI,,,,,,,,,45618,555,2177.07,0,0,,,
MA,,254,5012,38,20002,PHENOBARBI,,,,,,,,,43711,527,2101.51,0,0,,,
MA,,254,5012,38,20003,PHENOBARBI,,,,,,,,,42804,504,2077.89,0,0,,,
MA,,254,5012,38,20004,PHENOBARBI,,,,,,,,,43804,503,2036.79,0,0,,,
MA,,254,5013,28,20001,PHENOBARBI,,,,,,,,,974,14,53.59,0,0,,,
MA,,254,5013,28,20002,PHENOBARBI,,,,,,,,,720,10,39.6,0,0,,,
MA,,254,5013,28,20003,PHENOBARBI,,,,,,,,,630,9,36.8,0,0,,,
MA,,254,5013,28,20004,PHENOBARBI,,,,,,,,,648,8,34.76,0,0,,,
MA,,254,5013,38,20001,PHENOBARBI,,,,,,,,,6245,105,382.25,0,0,,,
MA,,254,5013,38,20002,PHENOBARBI,,,,,,,,,5597,93,340.83,0,0,,,
MA,,254,5013,38,20003,PHENOBARBI,,,,,,,,,5991,101,383.42,0,0,,,
MA,,254,5013,38,20004,PHENOBARBI,,,,,,,,,5500,95,358.83,0,0,,,
MA,,254,5014,28,20001,PHENOBARBI,,,,,,,,,538,13,59.19,0,0,,,
MA,,254,5014,28,20002,PHENOBARBI,,,,,,,,,755,16,81.23,0,0,,,
MA,,254,5014,28,20003,PHENOBARBI,,,,,,,,,820,16,76.31,0,0,,,
MA,,254,5014,28,20004,PHENOBARBI,,,,,,,,,640,12,60.28,0,0,,,
MA,,254,9355,58,20001,PHENOBARBI,,,,,,,,,3840,4,48.4,0,0,,,
MA,,254,9355,58,20002,PHENOBARBI,,,,,,,,,4800,5,24.2,0,0,,,
MA,,254,9355,58,20003,PHENOBARBI,,,,,,,,,4793,6,35.23,0,0,,,
MA,,254,9381,58,20001,POTASSIUM ,,,,,,,,,544145,949,6582.79,0,0,,,
MA,,254,9381,58,20002,POTASSIUM ,,,,,,,,,538051,980,6685.97,0,0,,,
MA,,254,9381,58,20003,POTASSIUM ,,,,,,,,,498267,864,6199.22,0,0,,,
MA,,254,9381,58,20004,POTASSIUM ,,,,,,,,,518909,853,6070.01,0,0,,,
MA,,254,5094,13,20001,PREDNISONE,,,,,,,,,45,2,6.57,0,0,,,
MA,,254,5094,13,20002,PREDNISONE,,,,,,,,,21,1,3,0,0,,,
MA,,254,5811,28,20001,SALSALATE ,,,,,,,,,1135,19,148.12,0,0,,,
MA,,254,5812,28,20001,SALSALATE ,,,,,,,,,4841,64,697.96,0,0,,,
MA,,254,5812,28,20002,SALSALATE ,,,,,,,,,180,3,28.77,0,0,,,
MA,,254,5812,28,20003,SALSALATE ,,,,,,,,,60,1,9.59,0,0,,,
MA,,254,5812,35,20001,SALSALATE ,,,,,,,,,620,6,83.11,0,0,,,
MA,,254,5812,35,20002,SALSALATE ,,,,,,,,,980,7,125.17,0,0,,,
MA,,254,5812,35,20003,SALSALATE ,,,,,,,,,1020,10,137.07,0,0,,,
MA,,254,5812,35,20004,SALSALATE ,,,,,,,,,1350,12,178.3,0,0,,,
MA,,254,5971,38,20002,TRIHEXYPHE,,,,,,,,,2311,48,442.67,0,0,,,
