State Code,Firms,Labeler codecode Product Package Size,Product code,Package size Size,Period Covered,FDA Approved drug name,Generic/Brand,Application #,Comments,Gen availability,Name of Gen,Date of Gen availability,Price issue,ANDA APP#,Units Reimbursed,No. of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-Medicaid Amount Reimbursed,,,
MA,,81,865,55,20004,SUDAFED TA,,,,,,,,,200,2,10.06,0,0,,,
MA,,81,933,3,20001,VALTREX CA,,,,,,,,,892,22,2452.69,0,0,,,
MA,,81,933,3,20002,VALTREX CA,,,,,,,,,300,13,859.59,0,0,,,
MA,,81,933,3,20003,VALTREX CA,,,,,,,,,152,6,437,0,0,,,
MA,,81,933,3,20004,VALTREX CA,,,,,,,,,10,1,30.73,0,0,,,
MA,,81,933,56,20002,VALTREX CA,,,,,,,,,42,1,118.97,0,0,,,
MA,,81,968,2,20001,VIROPTIC O,,,,,,,,,25,2,188.61,0,0,,,
MA,,81,968,2,20003,VIROPTIC O,,,,,,,,,22,3,151.96,0,0,,,
MA,,81,968,2,20004,VIROPTIC O,,,,,,,,,29,4,197.56,0,0,,,
MA,,81,177,55,20001,WELLBUTRIN,,,,,,,,,7957,142,5959.93,0,0,,,
MA,,81,177,55,20002,WELLBUTRIN,,,,,,,,,4032,73,2863.28,0,0,,,
MA,,81,177,55,20003,WELLBUTRIN,,,,,,,,,3696,67,2676.08,0,0,,,
MA,,81,177,55,20004,WELLBUTRIN,,,,,,,,,850,19,609.66,0,0,,,
MA,,81,178,55,20001,WELLBUTRIN,,,,,,,,,5400,103,5100.91,0,0,,,
MA,,81,178,55,20002,WELLBUTRIN,,,,,,,,,3325,57,3093.02,0,0,,,
MA,,81,178,55,20003,WELLBUTRIN,,,,,,,,,1461,30,1440.7,0,0,,,
MA,,81,178,55,20004,WELLBUTRIN,,,,,,,,,621,15,602.29,0,0,,,
MA,,81,995,1,20002,ZOVIRAX FO,,,,,,,,,45,1,2117.05,0,0,,,
MA,,81,993,41,20001,ZOVIRAX ON,,,,,,,,,3,1,17.96,0,0,,,
MA,,81,993,41,20002,ZOVIRAX ON,,,,,,,,,13,3,87.67,0,0,,,
MA,,81,993,41,20003,ZOVIRAX ON,,,,,,,,,6,2,42.54,0,0,,,
MA,,81,993,41,20004,ZOVIRAX ON,,,,,,,,,3,1,21.27,0,0,,,
MA,,81,993,94,20001,ZOVIRAX ON,,,,,,,,,540,34,1361.72,0,0,,,
MA,,81,993,94,20002,ZOVIRAX ON,,,,,,,,,300,18,885.6,0,0,,,
MA,,81,993,94,20003,ZOVIRAX ON,,,,,,,,,60,4,183.52,0,0,,,
MA,,81,993,94,20004,ZOVIRAX ON,,,,,,,,,30,2,86.84,0,0,,,
MA,,81,953,96,20001,ZOVIRAX SU,,,,,,,,,8281,11,1800.93,0,0,,,
MA,,81,953,96,20002,ZOVIRAX SU,,,,,,,,,8514,8,1856.94,0,0,,,
MA,,81,953,96,20003,ZOVIRAX SU,,,,,,,,,13394,13,2912.95,0,0,,,
MA,,81,953,96,20004,ZOVIRAX SU,,,,,,,,,10333,12,2234.72,0,0,,,
MA,,81,949,55,20001,ZOVIRAX TA,,,,,,,,,35,2,60.9,0,0,,,
MA,,81,949,55,20004,ZOVIRAX TA,,,,,,,,,20,1,15.53,0,0,,,
MA,,81,996,55,20003,ZYLOPRIM T,,,,,,,,,30,1,7.02,0,0,,,
MA,,83,41,30,20001,ANTURANE (,,,,,,,,,30,2,14.96,0,0,,,
MA,,83,41,30,20002,ANTURANE (,,,,,,,,,45,3,19.13,0,0,,,
MA,,83,41,30,20003,ANTURANE (,,,,,,,,,45,3,21.18,0,0,,,
MA,,83,41,30,20004,ANTURANE (,,,,,,,,,30,2,14.12,0,0,,,
MA,,83,168,30,20001,ANTURANE (,,,,,,,,,280,2,191.62,0,0,,,
MA,,83,168,30,20002,ANTURANE (,,,,,,,,,200,2,138.3,0,0,,,
MA,,83,168,30,20003,ANTURANE (,,,,,,,,,200,2,138.3,0,0,,,
MA,,83,168,30,20004,ANTURANE (,,,,,,,,,100,1,69.15,0,0,,,
MA,,83,139,30,20001,APRESAZIDE,,,,,,,,,150,2,65.85,0,0,,,
MA,,83,139,30,20003,APRESAZIDE,,,,,,,,,90,1,42.65,0,0,,,
MA,,83,149,30,20001,APRESAZIDE,,,,,,,,,90,3,50.92,0,0,,,
MA,,83,149,30,20002,APRESAZIDE,,,,,,,,,90,3,60.77,0,0,,,
MA,,83,149,30,20003,APRESAZIDE,,,,,,,,,40,2,28.08,0,0,,,
MA,,83,2601,4,20001,AREDIA (PA,,,,,,,,,19,8,4189.92,0,0,,,
MA,,83,2601,4,20002,AREDIA (PA,,,,,,,,,21,10,4289.49,0,0,,,
MA,,83,2601,4,20003,AREDIA (PA,,,,,,,,,7,4,1580.47,0,0,,,
MA,,83,2601,4,20004,AREDIA (PA,,,,,,,,,7,3,1578.97,0,0,,,
MA,,83,2609,1,20001,AREDIA (PA,,,,,,,,,27,18,15980.72,0,0,,,
MA,,83,2609,1,20002,AREDIA (PA,,,,,,,,,20,18,10618.77,0,0,,,
MA,,83,2609,1,20003,AREDIA (PA,,,,,,,,,18,14,9980.01,0,0,,,
MA,,83,2609,1,20004,AREDIA (PA,,,,,,,,,17,11,9341.35,0,0,,,
MA,,83,6565,76,20001,CIBALITH-S,,,,,,,,,390,2,21.73,0,0,,,
MA,,83,24,30,20001,CYTADREN (,,,,,,,,,290,2,350.57,0,0,,,
MA,,83,24,30,20002,CYTADREN (,,,,,,,,,200,1,249.46,0,0,,,
MA,,83,24,30,20003,CYTADREN (,,,,,,,,,200,1,249.46,0,0,,,
MA,,83,24,30,20004,CYTADREN (,,,,,,,,,440,5,553.43,0,0,,,
MA,,83,3801,4,20001,DESFERAL (,,,,,,,,,15028,156,50178.33,0,0,,,
MA,,83,3801,4,20002,DESFERAL (,,,,,,,,,4116,129,43450.53,0,0,,,
MA,,83,3801,4,20003,DESFERAL (,,,,,,,,,14073,140,46720.57,0,0,,,
MA,,83,3801,4,20004,DESFERAL (,,,,,,,,,6057,199,66657.91,0,0,,,
MA,,83,4001,1,20001,DIOVAN 160,,,,,,,,,27304,645,31250.05,0,0,,,
MA,,83,4001,1,20002,DIOVAN 160,,,,,,,,,34058,838,38758.74,0,0,,,
MA,,83,4001,1,20003,DIOVAN 160,,,,,,,,,40814,1000,46552.4,0,0,,,
MA,,83,4001,1,20004,DIOVAN 160,,,,,,,,,46995,1169,55237.77,0,0,,,
MA,,83,4001,41,20004,DIOVAN 160,,,,,,,,,120,2,123.06,0,0,,,
MA,,83,4001,61,20001,DIOVAN 160,,,,,,,,,180,1,200.66,0,0,,,
MA,,83,4001,61,20003,DIOVAN 160,,,,,,,,,30,1,35.52,0,0,,,
MA,,83,4000,1,20001,DIOVAN 80M,,,,,,,,,62585,1562,70108.88,0,0,,,
MA,,83,4000,1,20002,DIOVAN 80M,,,,,,,,,71122,1791,80368.1,0,0,,,
MA,,83,4000,1,20003,DIOVAN 80M,,,,,,,,,78478,1996,88958.77,0,0,,,
MA,,83,4000,1,20004,DIOVAN 80M,,,,,,,,,87149,2195,98395.28,0,0,,,
MA,,83,4000,61,20001,DIOVAN 80M,,,,,,,,,1181,31,1285.66,0,0,,,
MA,,83,4000,61,20002,DIOVAN 80M,,,,,,,,,787,25,938.74,0,0,,,
MA,,83,4000,61,20003,DIOVAN 80M,,,,,,,,,660,19,779.47,0,0,,,
MA,,83,4000,61,20004,DIOVAN 80M,,,,,,,,,892,22,1056.4,0,0,,,
MA,,83,22,30,20002,ESIDRIX (H,,,,,,,,,60,2,10.23,0,0,,,
MA,,83,22,30,20003,ESIDRIX (H,,,,,,,,,90,3,16.77,0,0,,,
MA,,83,22,30,20004,ESIDRIX (H,,,,,,,,,30,1,5.88,0,0,,,
MA,,83,46,30,20001,ESIDRIX (H,,,,,,,,,120,2,24.76,0,0,,,
MA,,83,46,30,20002,ESIDRIX (H,,,,,,,,,90,1,19.78,0,0,,,
MA,,83,46,30,20003,ESIDRIX (H,,,,,,,,,90,1,21.33,0,0,,,
MA,,83,46,30,20004,ESIDRIX (H,,,,,,,,,90,1,21.33,0,0,,,
MA,,83,2310,8,20001,ESTRADERM ,,,,,,,,,357,39,963.86,0,0,,,
MA,,83,2310,8,20002,ESTRADERM ,,,,,,,,,328,38,889.75,0,0,,,
MA,,83,2310,8,20003,ESTRADERM ,,,,,,,,,506,55,1435.72,0,0,,,
MA,,83,2310,8,20004,ESTRADERM ,,,,,,,,,439,55,1296.66,0,0,,,
MA,,83,2310,24,20001,ESTRADERM ,,,,,,,,,140,15,397.08,0,0,,,
MA,,83,2310,24,20002,ESTRADERM ,,,,,,,,,72,7,198.99,0,0,,,
MA,,83,2310,24,20003,ESTRADERM ,,,,,,,,,136,10,362.9,0,0,,,
MA,,83,2310,24,20004,ESTRADERM ,,,,,,,,,80,6,220.24,0,0,,,
MA,,83,2310,62,20001,ESTRADERM ,,,,,,,,,2911,311,7966.22,0,0,,,
MA,,83,2310,62,20002,ESTRADERM ,,,,,,,,,2405,279,6507.12,0,0,,,
MA,,83,2310,62,20003,ESTRADERM ,,,,,,,,,3107,352,8744.65,0,0,,,
MA,,83,2310,62,20004,ESTRADERM ,,,,,,,,,3139,357,9068.33,0,0,,,
MA,,83,2320,8,20001,ESTRADERM ,,,,,,,,,416,46,1269.06,0,0,,,
MA,,83,2320,8,20002,ESTRADERM ,,,,,,,,,416,44,1220.18,0,0,,,
MA,,83,2320,8,20003,ESTRADERM ,,,,,,,,,348,40,1077.13,0,0,,,
MA,,83,2320,8,20004,ESTRADERM ,,,,,,,,,352,40,1127.45,0,0,,,
MA,,83,2320,24,20001,ESTRADERM ,,,,,,,,,313,30,963.43,0,0,,,
MA,,83,2320,24,20002,ESTRADERM ,,,,,,,,,146,13,449.68,0,0,,,
MA,,83,2320,24,20003,ESTRADERM ,,,,,,,,,180,14,528.41,0,0,,,
MA,,83,2320,62,20001,ESTRADERM ,,,,,,,,,2690,279,7755.22,0,0,,,
MA,,83,2320,62,20002,ESTRADERM ,,,,,,,,,2663,287,7871.81,0,0,,,
MA,,83,2320,62,20003,ESTRADERM ,,,,,,,,,2583,284,8013.24,0,0,,,
MA,,83,2320,62,20004,ESTRADERM ,,,,,,,,,2556,274,8003.53,0,0,,,
MA,,83,49,30,20001,ISMELIN (G,,,,,,,,,90,1,54.33,0,0,,,
MA,,83,49,30,20003,ISMELIN (G,,,,,,,,,90,1,54.33,0,0,,,
MA,,83,103,30,20001,ISMELIN (G,,,,,,,,,280,4,263.74,0,0,,,
MA,,83,103,30,20002,ISMELIN (G,,,,,,,,,285,6,283.49,0,0,,,
MA,,83,103,30,20003,ISMELIN (G,,,,,,,,,150,2,146.65,0,0,,,
MA,,83,103,30,20004,ISMELIN (G,,,,,,,,,165,3,162.76,0,0,,,
MA,,83,63,30,20001,LOTENSIN 1,,,,,,,,,27052,674,20767.89,0,0,,,
MA,,83,63,30,20002,LOTENSIN 1,,,,,,,,,25694,664,20224.82,0,0,,,
MA,,83,63,30,20003,LOTENSIN 1,,,,,,,,,24435,627,19516.9,0,0,,,
MA,,83,63,30,20004,LOTENSIN 1,,,,,,,,,24290,600,19329.22,0,0,,,
MA,,83,79,30,20001,LOTENSIN 2,,,,,,,,,24915,570,19022.65,0,0,,,
MA,,83,79,30,20002,LOTENSIN 2,,,,,,,,,26455,605,20645.94,0,0,,,
MA,,83,79,30,20003,LOTENSIN 2,,,,,,,,,25407,627,20300.49,0,0,,,
MA,,83,79,30,20004,LOTENSIN 2,,,,,,,,,25507,621,20223.93,0,0,,,
MA,,83,94,30,20001,LOTENSIN 4,,,,,,,,,10654,283,8166.37,0,0,,,
MA,,83,94,30,20002,LOTENSIN 4,,,,,,,,,11111,297,8676.95,0,0,,,
MA,,83,94,30,20003,LOTENSIN 4,,,,,,,,,11948,322,9401.61,0,0,,,
MA,,83,94,30,20004,LOTENSIN 4,,,,,,,,,11970,329,9512.3,0,0,,,
MA,,83,59,30,20001,LOTENSIN 5,,,,,,,,,5627,154,4411.79,0,0,,,
MA,,83,59,30,20002,LOTENSIN 5,,,,,,,,,5039,140,4033.27,0,0,,,
MA,,83,59,30,20003,LOTENSIN 5,,,,,,,,,4462,117,3604.29,0,0,,,
MA,,83,59,30,20004,LOTENSIN 5,,,,,,,,,4189,111,3362.46,0,0,,,
MA,,83,59,32,20001,LOTENSIN 5,,,,,,,,,30,1,22.01,0,0,,,
MA,,83,57,30,20001,LOTENSIN H,,,,,,,,,540,18,418.05,0,0,,,
MA,,83,57,30,20002,LOTENSIN H,,,,,,,,,690,20,555.8,0,0,,,
MA,,83,57,30,20003,LOTENSIN H,,,,,,,,,976,31,805.19,0,0,,,
MA,,83,57,30,20004,LOTENSIN H,,,,,,,,,880,27,722.14,0,0,,,
MA,,83,72,30,20001,LOTENSIN H,,,,,,,,,3504,96,2736.97,0,0,,,
MA,,83,72,30,20002,LOTENSIN H,,,,,,,,,3075,88,2467.13,0,0,,,
MA,,83,72,30,20003,LOTENSIN H,,,,,,,,,3439,105,2750.96,0,0,,,
MA,,83,72,30,20004,LOTENSIN H,,,,,,,,,2719,84,2221.28,0,0,,,
MA,,83,74,30,20001,LOTENSIN H,,,,,,,,,4491,119,3423.61,0,0,,,
MA,,83,74,30,20002,LOTENSIN H,,,,,,,,,4659,120,3598.65,0,0,,,
MA,,83,74,30,20003,LOTENSIN H,,,,,,,,,4792,131,3798.37,0,0,,,
MA,,83,74,30,20004,LOTENSIN H,,,,,,,,,5146,148,4132.45,0,0,,,
MA,,83,75,30,20001,LOTENSIN H,,,,,,,,,3342,88,2524.81,0,0,,,
MA,,83,75,30,20002,LOTENSIN H,,,,,,,,,3966,109,3088.5,0,0,,,
MA,,83,75,30,20003,LOTENSIN H,,,,,,,,,4327,112,3397.12,0,0,,,
MA,,83,75,30,20004,LOTENSIN H,,,,,,,,,4225,114,3393.44,0,0,,,
MA,,83,2255,30,20001,LOTREL (AM,,,,,,,,,3596,98,5262.8,0,0,,,
MA,,83,2255,30,20002,LOTREL (AM,,,,,,,,,4401,116,6690.2,0,0,,,
MA,,83,2255,30,20003,LOTREL (AM,,,,,,,,,4430,117,6945.88,0,0,,,
MA,,83,2255,30,20004,LOTREL (AM,,,,,,,,,4700,129,7282.19,0,0,,,
MA,,83,2260,30,20001,LOTREL (AM,,,,,,,,,15419,364,23167.45,0,0,,,
MA,,83,2260,30,20002,LOTREL (AM,,,,,,,,,16738,405,25873.36,0,0,,,
MA,,83,2260,30,20003,LOTREL (AM,,,,,,,,,17913,457,28012.11,0,0,,,
MA,,83,2260,30,20004,LOTREL (AM,,,,,,,,,20229,521,31343.54,0,0,,,
MA,,83,2265,30,20001,LOTREL (AM,,,,,,,,,18425,454,28696.62,0,0,,,
MA,,83,2265,30,20002,LOTREL (AM,,,,,,,,,21646,532,34635.39,0,0,,,
MA,,83,2265,30,20003,LOTREL (AM,,,,,,,,,24511,600,39636.97,0,0,,,
MA,,83,2265,30,20004,LOTREL (AM,,,,,,,,,29401,729,47325.74,0,0,,,
MA,,83,26,30,20001,LUDIOMIL (,,,,,,,,,1270,12,994.09,0,0,,,
MA,,83,26,30,20002,LUDIOMIL (,,,,,,,,,1080,10,790.79,0,0,,,
MA,,83,26,30,20003,LUDIOMIL (,,,,,,,,,734,7,575.87,0,0,,,
MA,,83,26,30,20004,LUDIOMIL (,,,,,,,,,690,6,545.03,0,0,,,
MA,,83,110,30,20001,LUDIOMIL (,,,,,,,,,580,11,316.71,0,0,,,
MA,,83,110,30,20002,LUDIOMIL (,,,,,,,,,292,7,162.96,0,0,,,
MA,,83,110,30,20003,LUDIOMIL (,,,,,,,,,690,11,379.82,0,0,,,
MA,,83,110,30,20004,LUDIOMIL (,,,,,,,,,165,4,94.26,0,0,,,
MA,,83,133,11,20001,METOPIRONE,,,,,,,,,12,2,33.54,0,0,,,
MA,,83,133,11,20004,METOPIRONE,,,,,,,,,18,1,49.57,0,0,,,
MA,,83,6830,2,20001,REGITINE (,,,,,,,,,33,5,325,0,0,,,
MA,,83,6830,2,20002,REGITINE (,,,,,,,,,48,6,493.9,0,0,,,
MA,,83,6830,2,20003,REGITINE (,,,,,,,,,114,13,1165.85,0,0,,,
MA,,83,6830,2,20004,REGITINE (,,,,,,,,,132,16,1304.6,0,0,,,
MA,,83,154,30,20001,RIMACTANE ,,,,,,,,,28,1,38.22,0,0,,,
MA,,83,3,30,20001,RITALIN HY,,,,,,,,,148206,1651,75211.39,0,0,,,
MA,,83,3,30,20002,RITALIN HY,,,,,,,,,150219,1453,66724.08,0,0,,,
MA,,83,3,30,20003,RITALIN HY,,,,,,,,,111152,1198,54635.3,0,0,,,
MA,,83,3,30,20004,RITALIN HY,,,,,,,,,97015,1084,49341.36,0,0,,,
MA,,83,7,30,20001,RITALIN HY,,,,,,,,,171493,1563,61664.21,0,0,,,
MA,,83,7,30,20002,RITALIN HY,,,,,,,,,148580,1360,52190.38,0,0,,,
MA,,83,7,30,20003,RITALIN HY,,,,,,,,,120401,1079,41134.29,0,0,,,
MA,,83,7,30,20004,RITALIN HY,,,,,,,,,113043,1069,39653.19,0,0,,,
MA,,83,34,30,20001,RITALIN HY,,,,,,,,,37705,411,26712.42,0,0,,,
MA,,83,34,30,20002,RITALIN HY,,,,,,,,,31634,361,22024.14,0,0,,,
MA,,83,34,30,20003,RITALIN HY,,,,,,,,,28443,321,19882.92,0,0,,,
MA,,83,34,30,20004,RITALIN HY,,,,,,,,,28971,335,21167.53,0,0,,,
MA,,83,16,30,20001,RITALIN SR,,,,,,,,,63115,1118,71434.95,0,0,,,
MA,,83,16,30,20002,RITALIN SR,,,,,,,,,52194,915,57622.1,0,0,,,
MA,,83,16,30,20003,RITALIN SR,,,,,,,,,41758,748,45212.69,0,0,,,
MA,,83,16,30,20004,RITALIN SR,,,,,,,,,41258,737,45611.91,0,0,,,
MA,,83,125,47,20004,SLOW FE SL,,,,,,,,,120,1,26.42,0,0,,,
MA,,83,125,74,20001,SLOW FE SL,,,,,,,,,30,1,8.02,0,0,,,
MA,,83,125,74,20002,SLOW FE SL,,,,,,,,,120,1,22.29,0,0,,,
MA,,83,27,30,20001,TEGRETOL (,,,,,,,,,340563,2579,134946.65,0,0,,,
MA,,83,27,30,20002,TEGRETOL (,,,,,,,,,317921,2384,129062.21,0,0,,,
MA,,83,27,30,20003,TEGRETOL (,,,,,,,,,323691,2398,130635.36,0,0,,,
MA,,83,27,30,20004,TEGRETOL (,,,,,,,,,309090,2290,124257.06,0,0,,,
MA,,83,27,32,20001,TEGRETOL (,,,,,,,,,803,7,350.28,0,0,,,
MA,,83,27,32,20002,TEGRETOL (,,,,,,,,,781,8,344.24,0,0,,,
MA,,83,27,32,20003,TEGRETOL (,,,,,,,,,773,10,156.45,0,0,,,
MA,,83,27,32,20004,TEGRETOL (,,,,,,,,,872,7,282.32,0,0,,,
MA,,83,27,40,20001,TEGRETOL (,,,,,,,,,111063,751,40048.15,0,0,,,
MA,,83,27,40,20002,TEGRETOL (,,,,,,,,,101892,696,37024.04,0,0,,,
MA,,83,27,40,20003,TEGRETOL (,,,,,,,,,95586,651,35562.66,0,0,,,
MA,,83,27,40,20004,TEGRETOL (,,,,,,,,,90479,612,34219.02,0,0,,,
MA,,83,52,30,20001,TEGRETOL (,,,,,,,,,237729,1691,45013.14,0,0,,,
MA,,83,52,30,20002,TEGRETOL (,,,,,,,,,222994,1586,46150.63,0,0,,,
MA,,83,52,30,20003,TEGRETOL (,,,,,,,,,219912,1511,44910.06,0,0,,,
MA,,83,52,30,20004,TEGRETOL (,,,,,,,,,205237,1434,40758.05,0,0,,,
MA,,83,52,32,20001,TEGRETOL (,,,,,,,,,40,1,11.21,0,0,,,
MA,,83,52,32,20004,TEGRETOL (,,,,,,,,,418,5,106.02,0,0,,,
MA,,83,19,76,20001,TEGRETOL S,,,,,,,,,949881,1325,55403.84,0,0,,,
MA,,83,19,76,20002,TEGRETOL S,,,,,,,,,968816,1318,57064.02,0,0,,,
MA,,83,19,76,20003,TEGRETOL S,,,,,,,,,1024011,1391,59186.93,0,0,,,
MA,,83,19,76,20004,TEGRETOL S,,,,,,,,,1018778,1303,58724.05,0,0,,,
MA,,83,60,30,20001,TEGRETOL-X,,,,,,,,,114690,1565,92504.25,0,0,,,
MA,,83,60,30,20002,TEGRETOL-X,,,,,,,,,120925,1560,99731.16,0,0,,,
MA,,83,60,30,20003,TEGRETOL-X,,,,,,,,,119677,1659,98677.71,0,0,,,
MA,,83,60,30,20004,TEGRETOL-X,,,,,,,,,122515,1688,100450.84,0,0,,,
MA,,83,60,32,20001,TEGRETOL-X,,,,,,,,,142,2,123.73,0,0,,,
MA,,83,60,32,20002,TEGRETOL-X,,,,,,,,,133,3,119.27,0,0,,,
MA,,83,60,32,20003,TEGRETOL-X,,,,,,,,,83,2,74.82,0,0,,,
MA,,83,60,32,20004,TEGRETOL-X,,,,,,,,,130,3,116.79,0,0,,,
MA,,83,61,30,20001,TEGRETOL-X,,,,,,,,,79931,928,16828.55,0,0,,,
MA,,83,61,30,20002,TEGRETOL-X,,,,,,,,,76426,893,16618.24,0,0,,,
MA,,83,61,30,20003,TEGRETOL-X,,,,,,,,,74058,884,16110.08,0,0,,,
MA,,83,61,30,20004,TEGRETOL-X,,,,,,,,,75934,885,16592.57,0,0,,,
MA,,83,61,32,20001,TEGRETOL-X,,,,,,,,,14,1,5.9,0,0,,,
MA,,83,62,30,20001,TEGRETOL-X,,,,,,,,,222800,2139,90419.32,0,0,,,
MA,,83,62,30,20002,TEGRETOL-X,,,,,,,,,207872,2047,87178.28,0,0,,,
MA,,83,62,30,20003,TEGRETOL-X,,,,,,,,,210908,2087,88354.25,0,0,,,
MA,,83,62,30,20004,TEGRETOL-X,,,,,,,,,207939,2088,86791.56,0,0,,,
MA,,83,62,32,20001,TEGRETOL-X,,,,,,,,,130,1,56.93,0,0,,,
MA,,83,62,32,20002,TEGRETOL-X,,,,,,,,,253,5,119.94,0,0,,,
MA,,83,62,32,20003,TEGRETOL-X,,,,,,,,,274,6,131.15,0,0,,,
MA,,83,62,32,20004,TEGRETOL-X,,,,,,,,,282,6,134.98,0,0,,,
MA,,83,4345,4,20001,TRANSDERM ,,,,,,,,,109,27,437.56,0,0,,,
MA,,83,4345,4,20002,TRANSDERM ,,,,,,,,,88,16,343.69,0,0,,,
MA,,83,4345,4,20003,TRANSDERM ,,,,,,,,,46,8,178.24,0,0,,,
MA,,83,4345,4,20004,TRANSDERM ,,,,,,,,,42,7,161.88,0,0,,,
MA,,83,2325,8,20001,VIVELLE (E,,,,,,,,,24,3,67.7,0,0,,,
MA,,83,2325,8,20002,VIVELLE (E,,,,,,,,,8,1,23.46,0,0,,,
MA,,83,2325,8,20003,VIVELLE (E,,,,,,,,,16,1,38.6,0,0,,,
MA,,83,2325,8,20004,VIVELLE (E,,,,,,,,,24,1,65.38,0,0,,,
MA,,83,2325,25,20001,VIVELLE (E,,,,,,,,,52,5,145.16,0,0,,,
MA,,83,2325,25,20002,VIVELLE (E,,,,,,,,,40,3,109.17,0,0,,,
MA,,83,2325,25,20003,VIVELLE (E,,,,,,,,,64,4,172.68,0,0,,,
MA,,83,2325,25,20004,VIVELLE (E,,,,,,,,,40,3,109.17,0,0,,,
MA,,83,2325,62,20001,VIVELLE (E,,,,,,,,,160,16,454.11,0,0,,,
MA,,83,2325,62,20002,VIVELLE (E,,,,,,,,,88,9,250.29,0,0,,,
MA,,83,2325,62,20003,VIVELLE (E,,,,,,,,,128,8,355.36,0,0,,,
MA,,83,2325,62,20004,VIVELLE (E,,,,,,,,,84,6,235.58,0,0,,,
MA,,83,2326,8,20001,VIVELLE (E,,,,,,,,,452,49,1251.17,0,0,,,
MA,,83,2326,8,20002,VIVELLE (E,,,,,,,,,492,59,1369.32,0,0,,,
MA,,83,2326,8,20003,VIVELLE (E,,,,,,,,,328,40,946.35,0,0,,,
MA,,83,2326,8,20004,VIVELLE (E,,,,,,,,,320,36,892.76,0,0,,,
MA,,83,2326,25,20001,VIVELLE (E,,,,,,,,,242,24,646.87,0,0,,,
MA,,83,2326,25,20002,VIVELLE (E,,,,,,,,,234,15,623.41,0,0,,,
MA,,83,2326,25,20003,VIVELLE (E,,,,,,,,,98,9,254.96,0,0,,,
MA,,83,2326,25,20004,VIVELLE (E,,,,,,,,,116,8,304.81,0,0,,,
MA,,83,2326,62,20001,VIVELLE (E,,,,,,,,,1060,115,2964.72,0,0,,,
MA,,83,2326,62,20002,VIVELLE (E,,,,,,,,,1018,115,2837.37,0,0,,,
MA,,83,2326,62,20003,VIVELLE (E,,,,,,,,,867,100,2528.29,0,0,,,
MA,,83,2326,62,20004,VIVELLE (E,,,,,,,,,770,89,2238.55,0,0,,,
MA,,83,2327,8,20001,VIVELLE (E,,,,,,,,,80,4,207.89,0,0,,,
MA,,83,2327,8,20002,VIVELLE (E,,,,,,,,,32,2,91.52,0,0,,,
MA,,83,2327,8,20003,VIVELLE (E,,,,,,,,,32,2,92.29,0,0,,,
MA,,83,2327,8,20004,VIVELLE (E,,,,,,,,,72,9,195.23,0,0,,,
MA,,83,2327,25,20001,VIVELLE (E,,,,,,,,,56,7,159.04,0,0,,,
MA,,83,2327,25,20002,VIVELLE (E,,,,,,,,,48,6,139.36,0,0,,,
MA,,83,2327,25,20003,VIVELLE (E,,,,,,,,,24,3,71.01,0,0,,,
MA,,83,2327,62,20001,VIVELLE (E,,,,,,,,,40,5,119.44,0,0,,,
MA,,83,2327,62,20002,VIVELLE (E,,,,,,,,,96,10,285.14,0,0,,,
MA,,83,2327,62,20003,VIVELLE (E,,,,,,,,,80,8,237.77,0,0,,,
MA,,83,2327,62,20004,VIVELLE (E,,,,,,,,,132,13,392.1,0,0,,,
MA,,83,2328,8,20001,VIVELLE (E,,,,,,,,,56,7,164.64,0,0,,,
MA,,83,2328,8,20002,VIVELLE (E,,,,,,,,,50,7,150.81,0,0,,,
MA,,83,2328,8,20003,VIVELLE (E,,,,,,,,,64,8,196.6,0,0,,,
MA,,83,2328,8,20004,VIVELLE (E,,,,,,,,,32,4,99,0,0,,,
MA,,83,2328,25,20001,VIVELLE (E,,,,,,,,,64,4,182.72,0,0,,,
MA,,83,2328,25,20002,VIVELLE (E,,,,,,,,,64,4,182.72,0,0,,,
MA,,83,2328,25,20003,VIVELLE (E,,,,,,,,,72,5,205.21,0,0,,,
MA,,83,2328,25,20004,VIVELLE (E,,,,,,,,,48,4,139.54,0,0,,,
MA,,83,2328,62,20001,VIVELLE (E,,,,,,,,,284,26,818.8,0,0,,,
MA,,83,2328,62,20002,VIVELLE (E,,,,,,,,,414,40,1239.9,0,0,,,
MA,,83,2328,62,20003,VIVELLE (E,,,,,,,,,490,45,1472.64,0,0,,,
MA,,83,2328,62,20004,VIVELLE (E,,,,,,,,,352,38,1071.24,0,0,,,
MA,,85,988,2,20001,AFRIN CHER,,,,,,,,,30,2,6.8,0,0,,,
MA,,85,988,2,20003,AFRIN CHER,,,,,,,,,15,1,4.99,0,0,,,
MA,,85,988,2,20004,AFRIN CHER,,,,,,,,,45,3,13.88,0,0,,,
MA,,85,756,5,20001,AFRIN NASA,,,,,,,,,300,19,67.19,0,0,,,
MA,,85,756,5,20002,AFRIN NASA,,,,,,,,,300,19,73.31,0,0,,,
MA,,85,756,5,20003,AFRIN NASA,,,,,,,,,180,12,42.8,0,0,,,
MA,,85,756,5,20004,AFRIN NASA,,,,,,,,,270,18,64.59,0,0,,,
MA,,85,756,6,20001,AFRIN NASA,,,,,,,,,20,1,3.54,0,0,,,
MA,,85,756,6,20003,AFRIN NASA,,,,,,,,,20,1,4.51,0,0,,,
MA,,85,756,8,20001,AFRIN NASA,,,,,,,,,150,5,19.5,0,0,,,
