MA,2,604,40,20082,SEROMYCIN ,60,1,213.92,210.92,3
MA,2,3004,75,20081,PROZAC WEE,76,11,1923.3,1710.18,213.12
MA,2,3004,75,20082,PROZAC WEE,36,6,913.41,895.41,18
MA,2,3004,75,20083,PROZAC WEE,72,10,1875.66,1845.66,30
MA,2,3004,75,20084,PROZAC WEE,120,14,3176.27,3002.85,173.42
MA,2,3227,30,20081,STRATTERA ,13814,274,53388.27,42973.34,10414.93
MA,2,3227,30,20082,STRATTERA ,12660,261,39103.78,39103.78,0
MA,2,3227,30,20083,STRATTERA ,12354,267,38378.63,38378.63,0
MA,2,3227,30,20084,STRATTERA ,11779,259,38391.33,38391.33,0
MA,2,3228,30,20081,STRATTERA ,30585,712,118867.26,96081,22786.26
MA,2,3228,30,20082,STRATTERA ,32057,751,105033.23,105033.23,0
MA,2,3228,30,20083,STRATTERA ,28236,666,96482.4,96482.4,0
MA,2,3228,30,20084,STRATTERA ,31541,737,113081.28,113081.28,0
MA,2,3229,30,20081,STRATTERA ,43185,1096,179624.46,142600.79,37023.67
MA,2,3229,30,20082,STRATTERA ,41486,1084,144840.89,144840.89,0
MA,2,3229,30,20083,STRATTERA ,38735,1009,141180.42,141180.42,0
MA,2,3229,30,20084,STRATTERA ,38502,1001,143636.52,143636.52,0
MA,2,3230,30,20081,SYMBYAX 3-,60,2,406.52,71.62,334.9
MA,2,3230,30,20084,SYMBYAX 3-,60,2,432.58,56.94,375.64
MA,2,3232,30,20081,SYMBYAX 12,93,4,1290.13,1278.13,12
MA,2,3232,30,20082,SYMBYAX 12,30,1,415.3,412.3,3
MA,2,3232,30,20083,SYMBYAX 12,30,1,442.24,439.24,3
MA,2,3232,30,20084,SYMBYAX 12,97,4,1432.21,1420.21,12
MA,2,3233,1,20083,SYMBYAX 6-,21,1,207.14,45.58,161.56
MA,2,3233,30,20081,SYMBYAX 6-,210,5,1927.31,1179.32,747.99
MA,2,3233,30,20082,SYMBYAX 6-,90,3,825.99,81,744.99
MA,2,3233,30,20083,SYMBYAX 6-,210,5,2034.84,2019.84,15
MA,2,3233,30,20084,SYMBYAX 6-,90,3,880.14,871.14,9
MA,2,3233,33,20082,SYMBYAX 6-,120,2,1101.32,1095.32,6
MA,2,3233,33,20083,SYMBYAX 6-,60,1,550.66,547.66,3
MA,2,3234,33,20081,SYMBYAX 12,90,3,1245.9,1236.9,9
MA,2,3234,33,20082,SYMBYAX 12,90,3,1245.9,1236.9,9
MA,2,3234,33,20083,SYMBYAX 12,90,3,1272.84,1263.84,9
MA,2,3234,33,20084,SYMBYAX 12,90,3,1326.72,1317.72,9
MA,2,3235,60,20081,CYMBALTA 2,26752,525,89902.41,79877.96,10024.45
MA,2,3235,60,20082,CYMBALTA 2,25069,493,77111.53,77111.53,0
MA,2,3235,60,20083,CYMBALTA 2,23235,459,73366.34,73366.34,0
MA,2,3235,60,20084,CYMBALTA 2,26319,507,83641.94,83641.94,0
MA,2,3237,4,20082,CYMBALTA 6,362,14,971.8,962.8,9
MA,2,3237,4,20083,CYMBALTA 6,1860,54,7113.71,6911.13,202.58
MA,2,3237,4,20084,CYMBALTA 6,1759,63,6510.64,5971.71,538.93
MA,2,3237,30,20081,CYMBALTA 6,76063,2176,286092.94,264239.4,21853.54
MA,2,3237,30,20082,CYMBALTA 6,80289,2283,285177.62,285177.62,0
MA,2,3237,30,20083,CYMBALTA 6,84040,2396,308180.87,308180.87,0
MA,2,3237,30,20084,CYMBALTA 6,90828,2530,333911.13,333911.13,0
MA,2,3237,33,20081,CYMBALTA 6,240,7,911.4,890.4,21
MA,2,3237,33,20082,CYMBALTA 6,330,9,1281.75,1122.25,159.5
MA,2,3237,33,20083,CYMBALTA 6,270,9,1086.4,922.58,163.82
MA,2,3237,33,20084,CYMBALTA 6,180,6,725.64,725.64,0
MA,2,3238,30,20081,STRATTERA ,14221,327,54775.69,41720.03,13055.66
MA,2,3238,30,20082,STRATTERA ,13256,317,39740.65,39740.65,0
MA,2,3238,30,20083,STRATTERA ,12598,300,42181.26,42181.26,0
MA,2,3238,30,20084,STRATTERA ,12594,307,40593.1,40593.1,0
MA,2,3239,30,20081,STRATTERA ,19163,607,79608.13,63410.92,16197.21
