MA,2,351,2,20041,DARVOCET-N,948,24,501,0,0
MA,2,351,2,20042,DARVOCET-N,375,9,157.3,0,0
MA,2,351,2,20043,DARVOCET-N,350,8,204.48,0,0
MA,2,351,2,20044,DARVOCET-N,330,8,134.56,0,0
MA,2,353,2,20041,DARVON-N 1,7890,120,6757.64,0,0
MA,2,353,2,20042,DARVON-N 1,4443,69,3779.78,0,0
MA,2,353,2,20043,DARVON-N 1,3165,47,2677.78,0,0
MA,2,353,2,20044,DARVON-N 1,3864,53,3484.68,0,0
MA,2,353,3,20041,DARVON-N 1,432,3,347.89,0,0
MA,2,353,3,20042,DARVON-N 1,670,6,538.41,0,0
MA,2,353,3,20043,DARVON-N 1,90,3,72,0,0
MA,2,353,3,20044,DARVON-N 1,357,8,291.79,0,0
MA,2,353,33,20041,DARVON-N 1,795,10,672.02,0,0
MA,2,353,33,20042,DARVON-N 1,90,3,75.48,0,0
MA,2,353,33,20043,DARVON-N 1,111,3,92.32,0,0
MA,2,353,33,20044,DARVON-N 1,90,2,81.31,0,0
MA,2,604,40,20043,SEROMYCIN ,60,1,213.92,0,0
MA,2,803,2,20041,DARVON 65M,1522,22,724.39,0,0
MA,2,803,2,20042,DARVON 65M,1070,11,230.2,0,0
MA,2,803,2,20043,DARVON 65 ,180,3,23.25,0,0
MA,2,803,2,20044,DARVON 65 ,240,4,54.44,0,0
MA,2,803,33,20041,DARVON 65M,9,2,12.35,0,0
MA,2,803,33,20042,DARVON 65M,4,4,13.92,0,0
MA,2,803,33,20043,DARVON 65 ,1,1,5.48,0,0
MA,2,2029,2,20042,SODIUM BIC,554.6,8,20.46,0,0
MA,2,2029,2,20043,SODIUM BIC,1584.9,12,38.4,0,0
MA,2,2029,2,20044,SODIUM BIC,111.9,3,1.88,0,0
MA,2,2408,2,20041,"CAPSULES, ",100,1,9.3,0,0
MA,2,2408,2,20043,"CAPSULES, ",100,1,9.3,0,0
MA,2,2408,2,20044,"CAPSULES, ",13722,69,1149.2,0,0
MA,2,2410,2,20042,"CAPSULES, ",111.042,2,15.97,0,0
MA,2,2410,2,20043,"CAPSULES, ",1984.132,19,199.16,0,0
MA,2,2410,2,20044,"CAPSULES, ",1004.156,11,101.48,0,0
MA,2,2413,2,20042,"CAPSULES, ",85.185,1,16.12,0,0
MA,2,2413,2,20043,"CAPSULES, ",14,1,1.33,0,0
MA,2,2413,2,20044,"CAPSULES, ",85.185,1,15.96,0,0
MA,2,2468,5,20042,AVENTYL 10,473,1,52.05,0,0
MA,2,3004,75,20041,PROZAC WEE,1892,323,36767.43,0,0
MA,2,3004,75,20042,PROZAC WEE,1863,318,36785.1,0,0
MA,2,3004,75,20043,PROZAC WEE,1520,266,31337.91,0,0
MA,2,3004,75,20044,PROZAC WEE,1003,182,20558.13,0,0
MA,2,3062,15,20041,CECLOR 500,18,1,24.22,0,0
MA,2,3111,2,20041,DARVON COM,830,13,504.76,0,0
MA,2,3111,2,20042,DARVON COM,1265,17,767.19,0,0
MA,2,3111,2,20043,DARVON COM,1035,13,644.46,0,0
MA,2,3111,2,20044,DARVON COM,530,10,268.97,0,0
MA,2,3125,42,20041,VANCOCIN H,3890,92,20886.85,0,0
MA,2,3125,42,20042,VANCOCIN H,4780,120,29829.63,0,0
MA,2,3125,42,20043,VANCOCIN H,2943,76,16685.45,0,0
MA,2,3125,42,20044,VANCOCIN H,2965,67,17331.56,0,0
MA,2,3126,42,20041,VANCOCIN H,3545,72,41056.49,0,0
MA,2,3126,42,20042,VANCOCIN H,4685,99,60459.24,0,0
MA,2,3126,42,20043,VANCOCIN H,5039,91,62706.13,0,0
MA,2,3126,42,20044,VANCOCIN H,3286,69,42764.12,0,0
MA,2,3171,30,20041,LORABID 40,60,3,301.51,301.51,0
MA,2,3171,30,20044,LORABID 40,28,1,138.91,138.91,0
MA,2,3210,45,20041,SARAFEM 10,226,7,135.21,0,0
MA,2,3210,45,20042,SARAFEM 10,112,4,36.66,0,0
MA,2,3210,45,20043,SARAFEM 10,56,2,11.72,0,0
MA,2,3220,45,20041,SARAFEM 20,966,28,592.6,0,0
MA,2,3220,45,20042,SARAFEM 20,858,25,285.84,0,0
MA,2,3220,45,20043,SARAFEM 20,310,10,68.6,0,0
MA,2,3220,45,20044,SARAFEM 20,154,5,33.61,0,0
MA,2,3227,30,20041,STRATTERA ,13800,238,34982.59,0,0
MA,2,3227,30,20042,STRATTERA ,20306,365,47490.88,0,0
MA,2,3227,30,20043,STRATTERA ,19547,345,46218.64,0,0
MA,2,3227,30,20044,STRATTERA ,20562,383,47351.19,0,0
MA,2,3228,30,20041,STRATTERA ,38080,837,99421.18,0,0
MA,2,3228,30,20042,STRATTERA ,50357,1100,126944.13,0,0
MA,2,3228,30,20043,STRATTERA ,45222,937,117317.15,0,0
MA,2,3228,30,20044,STRATTERA ,51660,1100,134054.8,0,0
MA,2,3229,30,20041,STRATTERA ,63585,1445,167606.76,0,0
MA,2,3229,30,20042,STRATTERA ,85942,1946,214643.63,0,0
MA,2,3229,30,20043,STRATTERA ,82876,1872,212189.47,0,0
MA,2,3229,30,20044,STRATTERA ,101253,2292,257799.22,0,0
MA,2,3231,30,20042,SYMBYAX 6-,31,3,218.64,0,0
MA,2,3231,30,20044,SYMBYAX 6-,60,2,47.83,0,0
MA,2,3233,30,20042,SYMBYAX 6-,30,1,208.69,0,0
MA,2,3233,30,20043,SYMBYAX 6-,90,3,629.01,0,0
MA,2,3233,30,20044,SYMBYAX 6-,90,3,650.76,0,0
MA,2,3235,60,20044,CYMBALTA 2,2123,45,5151.38,0,0
MA,2,3237,30,20044,CYMBALTA 6,3416,110,9287.48,0,0
MA,2,3238,30,20041,STRATTERA ,12694,291,32640.42,0,0
MA,2,3238,30,20042,STRATTERA ,17228,383,44241.14,0,0
MA,2,3238,30,20043,STRATTERA ,16218,358,40566.53,0,0
MA,2,3238,30,20044,STRATTERA ,20830,462,52793.65,0,0
MA,2,3239,30,20041,STRATTERA ,21902,696,56957.44,0,0
MA,2,3239,30,20042,STRATTERA ,29414,932,73456.32,0,0
MA,2,3239,30,20043,STRATTERA ,26658,837,68466.27,0,0
MA,2,3239,30,20044,STRATTERA ,34291,1041,87641.04,0,0
MA,2,3240,30,20044,CYMBALTA 3,4975,108,13616.33,0,0
MA,2,4006,30,20041,PROZAC 10M,915,17,2805.92,0,0
MA,2,4006,30,20042,PROZAC 10M,900,15,2855.32,0,0
MA,2,4006,30,20043,PROZAC 10 ,555,11,1755.81,0,0
MA,2,4006,30,20044,PROZAC 10 ,585,12,1782.51,0,0
MA,2,4112,4,20041,ZYPREXA 2.,88256,2644,382622.25,0,0
MA,2,4112,4,20042,ZYPREXA 2.,98138,2955,435020.42,0,0
MA,2,4112,4,20043,ZYPREXA 2.,88894.5,2842,389178.25,0,0
MA,2,4112,4,20044,ZYPREXA 2.,93704.5,2951,425017.56,0,0
MA,2,4112,33,20041,ZYPREXA 2.,265,7,897.69,0,0
MA,2,4112,33,20042,ZYPREXA 2.,270,5,1325.2,0,0
MA,2,4112,33,20043,ZYPREXA 2.,645,11,3144.6,0,0
MA,2,4112,33,20044,ZYPREXA 2.,709,17,3638.16,0,0
MA,2,4112,60,20041,ZYPREXA 2.,349905.5,9450,1622299.11,1622299.11,0
MA,2,4112,60,20042,ZYPREXA 2.,371028.5,9657,1674630.09,0,0
MA,2,4112,60,20043,ZYPREXA 2.,294690,7577,1346937.73,0,0
MA,2,4112,60,20044,ZYPREXA 2.,313088.5,8163,1479059.97,0,0
MA,2,4115,4,20041,ZYPREXA 5 ,73695,2088,396202.86,396202.86,0
MA,2,4115,4,20042,ZYPREXA 5 ,89301,2482,491525.12,0,0
MA,2,4115,4,20043,ZYPREXA 5 ,76256,2118,414102.95,0,0
MA,2,4115,4,20044,ZYPREXA 5 ,78291,2148,442012.08,0,0
MA,2,4115,33,20041,ZYPREXA 5M,810,13,4702.38,0,0
MA,2,4115,33,20042,ZYPREXA 5M,759,12,4398.36,0,0
MA,2,4115,33,20043,ZYPREXA 5 ,1451,47,8432.11,0,0
MA,2,4115,33,20044,ZYPREXA 5 ,1020,22,6159.15,0,0
MA,2,4115,60,20041,ZYPREXA 5 ,418961,10370,2344415.02,2344415.02,0
MA,2,4115,60,20042,ZYPREXA 5 ,435019,10671,2420191.35,0,0
MA,2,4115,60,20043,ZYPREXA 5 ,354635,8681,1980021.73,0,0
MA,2,4115,60,20044,ZYPREXA 5 ,383778,9366,2203103.71,0,0
MA,2,4116,33,20041,ZYPREXA 7.,60,2,425,0,0
MA,2,4116,33,20042,ZYPREXA 7.,180,4,1274.97,0,0
MA,2,4116,33,20043,ZYPREXA 7.,266,6,1863.56,0,0
MA,2,4116,33,20044,ZYPREXA 7.,102,3,753.43,0,0
MA,2,4116,60,20041,ZYPREXA 7.,102541.5,3408,690353.66,690353.66,0
MA,2,4116,60,20042,ZYPREXA 7.,110005,3676,735465.57,0,0
MA,2,4116,60,20043,ZYPREXA 7.,91525.5,3086,616844.55,0,0
MA,2,4116,60,20044,ZYPREXA 7.,97018,3229,671787.39,0,0
MA,2,4117,4,20041,ZYPREXA 10,42453,1028,346318.4,0,0
MA,2,4117,4,20042,ZYPREXA 10,47647,1197,396677.8,0,0
MA,2,4117,4,20043,ZYPREXA 10,39412,922,321768.52,0,0
MA,2,4117,4,20044,ZYPREXA 10,43737,1042,358694.02,0,0
MA,2,4117,33,20041,ZYPREXA 10,707,17,6124.98,0,0
MA,2,4117,33,20042,ZYPREXA 10,630,14,5490.57,0,0
MA,2,4117,33,20043,ZYPREXA 10,790,19,6795.99,0,0
MA,2,4117,33,20044,ZYPREXA 10,1101,18,9808.2,0,0
MA,2,4117,60,20041,ZYPREXA 10,425685,10659,3690941.8,3690941.8,0
MA,2,4117,60,20042,ZYPREXA 10,442307,10975,3841356.96,0,0
MA,2,4117,60,20043,ZYPREXA 10,365407,9021,3191238.76,0,0
MA,2,4117,60,20044,ZYPREXA 10,396609,9825,3539356.27,0,0
MA,2,4165,2,20041,EVISTA 60 ,48506,1504,106086.82,0,0
MA,2,4165,2,20042,EVISTA 60 ,51833,1585,113713.64,0,0
MA,2,4165,2,20043,EVISTA 60 ,45238,1405,97918.37,0,0
MA,2,4165,2,20044,EVISTA 60 ,50657,1542,114007.9,0,0
MA,2,4165,30,20041,EVISTA 60M,110141,3039,261003.47,0,0
MA,2,4165,30,20042,EVISTA 60 ,120305,3260,283966.64,0,0
MA,2,4165,30,20043,EVISTA 60 ,101987,2766,240248.76,0,0
MA,2,4165,30,20044,EVISTA 60 ,112169,3034,280207.22,0,0
MA,2,4415,33,20041,ZYPREXA 15,1716,51,22698.25,0,0
MA,2,4415,33,20042,ZYPREXA 15,1704,53,22524.01,0,0
MA,2,4415,33,20043,ZYPREXA 15,2278,65,29963.48,0,0
MA,2,4415,33,20044,ZYPREXA 15,2813,74,36933.86,0,0
MA,2,4415,60,20041,ZYPREXA 15,176774,5146,2307895.56,2307895.56,0
MA,2,4415,60,20042,ZYPREXA 15,196381,5591,2573554.67,0,0
MA,2,4415,60,20043,ZYPREXA 15,162880,4562,2115410,0,0
MA,2,4415,60,20044,ZYPREXA 15,177390,4921,2383748.28,0,0
MA,2,4420,33,20041,ZYPREXA 20,2698,88,46974.77,0,0
MA,2,4420,33,20042,ZYPREXA 20,3199,106,55019.75,0,0
MA,2,4420,33,20043,ZYPREXA 20,3948,116,69243.08,0,0
MA,2,4420,33,20044,ZYPREXA 20,4808,140,87178.67,0,0
MA,2,4420,60,20041,ZYPREXA 20,162532,5400,2837795.88,2837795.88,0
MA,2,4420,60,20042,ZYPREXA 20,177247,5920,3098028.42,0,0
MA,2,4420,60,20043,ZYPREXA 20,153176,5076,2673713.05,0,0
MA,2,4420,60,20044,ZYPREXA 20,169501,5524,3027139.85,0,0
MA,2,4453,1,20041,ZYPREXA ZY,565,8,2107.69,0,0
MA,2,4453,1,20042,ZYPREXA ZY,240,5,271.8,0,0
MA,2,4453,1,20043,ZYPREXA ZY,306,7,1091.27,0,0
MA,2,4453,85,20041,ZYPREXA ZY,15725,390,78147.64,0,0
MA,2,4453,85,20042,ZYPREXA ZY,11738,308,53022.97,0,0
MA,2,4453,85,20043,ZYPREXA ZY,7768,195,31365.31,0,0
MA,2,4453,85,20044,ZYPREXA ZY,6800,177,25511.34,0,0
MA,2,4454,1,20041,ZYPREXA ZY,270,7,2311.43,0,0
MA,2,4454,1,20042,ZYPREXA ZY,210,5,2021.51,0,0
MA,2,4454,1,20043,ZYPREXA ZY,135,6,221.27,0,0
MA,2,4454,1,20044,ZYPREXA ZY,60,2,67.58,0,0
MA,2,4454,85,20041,ZYPREXA ZY,9591,225,79956.8,0,0
MA,2,4454,85,20042,ZYPREXA ZY,8117,199,60355.7,0,0
MA,2,4454,85,20043,ZYPREXA ZY,6131,176,52094.68,0,0
